,Publication Year,First Author,Authors,Summary,Publication Title,Title,Abstract,URL,Database,Exclude,Reason ID,Reason,Abstract2
121,,"Patel..., Ã.","ÃQY Liu, R Gugig, DM Troendle, S Bitton, N Patel...","ÃQY Liu, R Gugig, DM Troendle, S Bitton, N Patel... - spgp.pt",,Society Paper,"Introduction: Pediatric chronic pancreatitis is increasingly diagnosed. Endoscopic methods [endoscopic ultrasound (EUS), endoscopic retrograde cholangiopancreatography (ERCP)] ...",http://www.spgp.pt/media/1287/e-e-p-pancreatite-cr%c3%b3nica-e-endoscopia-naspghan-2020-jpgn-the_roles_of_endoscopic_ultrasound_and_endoscopic27.pdf,Google Scholar,FALSE,,,
122,1892,"Otologists, L.",L OTOLOGISTS,L OTOLOGISTS - 1892 - cambridge.org,,Association Meetings.,"About twenty-five Belgian physicians comprised the meeting, which was presided over by Dr. Schiffers. Among the strangers present were Drs. Gouguenheim (Paris), Noquet (Lille), ...",https://www.cambridge.org/core/journals/journal-of-laryngology-and-otology/article/association-meetings/d299ab7dffb53713a05750f7d0cf041a,Google Scholar,TRUE,5,,
123,2007,"Gunn, C.",C Gunn,C Gunn - 2007 - books.google.com,,Churchill Livingstone Pocket Radiography And Medical Imaging Dictionary E-Book: Churchill Livingstone Pocket Radiography And Medical Imaging ...,"This title is directed primarily towards health care professionals outside of the United States. It is a dictionary of terms used in imaging departments covering radiography, radiotherapy, ...",https://books.google.com/books?hl=en&lr=&id=hzdqaqaaqbaj&oi=fnd&pg=pp1&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=uk0mfghaio&sig=y5bhx-xmwge5cjhsqrcrxfxxjdi,Google Scholar,TRUE,5,,
124,2007,"Hager, T.",T Hager,T Hager - 2007 - books.google.com,,"The Demon Under The Microscope: From Battlefield Hospitals To Nazi Labs, One Doctor'S Heroic Search For The World'S First Miracle Drug","In The Demon Under the Microscope, Thomas Hager chronicles the dramatic history of sulfa, the first antibiotic and the drug that shaped modern medicine. The Nazis discovered it. The ...",https://books.google.com/books?hl=en&lr=&id=psb5wa2vl-oc&oi=fnd&pg=pr7&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=htro8epglc&sig=7yiclru2vvox1zdtgqtclsqk1nq,Google Scholar,TRUE,5,,
125,2007,"Rawles, N.",N Rawles,N Rawles - 2007 - books.google.com,,Crawfish Dreams,For forty years Camille Broussard has cooked for other people. As a young bride she moved from Louisiana to Los Angeles and settled in the thriving community of Watts; but many of ...,https://books.google.com/books?hl=en&lr=&id=togca0njd18c&oi=fnd&pg=pa3&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=smjhxr5upa&sig=v8utlz-3r1cy9ka7jugabo2u1ak,Google Scholar,TRUE,5,,
126,2008,"Rollin, D.","DW Ramey, BE Rollin","DW Ramey, BE Rollin - 2008 - books.google.com",,Complementary And Alternative Veterinary Medicine Considered,Complementary and Alternative Veterinary Medicine Considered is a book that belongs in your veterinary library. If you are a veterinarian wondering if you should incorporate ...,https://books.google.com/books?hl=en&lr=&id=cf9x9-xfitsc&oi=fnd&pg=pr7&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=9qr7m1akmq&sig=t4ptdm4tzq3swrey24htqub9-io,Google Scholar,TRUE,4,,
127,2000,"Miller, G.",GW Miller,GW Miller - 2000 - books.google.com,,King Of Hearts: The True Story Of The Maverick Who Pioneered Open Heart Surgery,"Few of the great stories of medicine are as palpably dramatic as the invention of open-heart surgery, yet, until now, no journalist has ever brought all of the thrilling specifics of this ...",https://books.google.com/books?hl=en&lr=&id=jzv0dwaaqbaj&oi=fnd&pg=pr13&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=hisjd4naiq&sig=hhx0vrmukxrpobtyauka_xq97fs,Google Scholar,TRUE,2,,
128,2018,"Wilcock, B.","B Grahn, R Peiffer, B Wilcock","B Grahn, R Peiffer, B Wilcock - 2018 - books.google.com",,Histologic Basis Of Ocular Disease In Animals,"Histologic Basis of Ocular Disease in Animals ist ein umfassendes Referenzwerk zur Pathologie der Augen bei einer ganzen Reihe von Tierarten, ua Haustiere, Fische, Vögel und ...",https://books.google.com/books?hl=en&lr=&id=ka1rdwaaqbaj&oi=fnd&pg=pr3&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=bxpnim9bhi&sig=unrosyg4-mt8jgjg5hyywimeeyk,Google Scholar,TRUE,4,,
129,,"Ri, Q.",Q RI,Q RI - search.proquest.com,,Impr Ovments And D 1Scov Erie S,"IMPR ovMENTs AND D 1scov ERIE s Page 1 QUARTE RI, Y SU MMARY OF ""THE IMPR ovMENTs AND D 1scov ERIE s IN THE MI EDICAL, SCIENCES . ANATOMY AND ...",https://search.proquest.com/openview/eb41c2191c533ca1cb12666be281b98b/1?pq-origsite=gscholar&cbl=41361,Google Scholar,TRUE,4,,
130,2008,"Illenyi, J.","J Hirschberg, T Szende, P Koltai, A Illenyi","J Hirschberg, T Szende, P Koltai, A Illenyi - 2008 - books.google.com",,"Pediatric Airway: Cry, Stridor And Cough","This multidisciplinary book describes 42 different pathological sounds, occurring in different combinations, in 54 different pathological conditions. Uniquely, while recognizing the ...",https://books.google.com/books?hl=en&lr=&id=z1o0bwaaqbaj&oi=fnd&pg=pp6&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=j7thpxzf-o&sig=qvfxc1gaiy5yokcewd5r6tahxd4,Google Scholar,FALSE,,,
131,2018,"Coonar, F.","FC Wells, AS Coonar","FC Wells, AS Coonar - 2018 - books.google.com",,Thoracic Surgical Techniques,This heavily revised second edition of this book provides a comprehensive overview of both common and rarely performed thoracic surgical techniques. Techniques covered include ...,https://books.google.com/books?hl=en&lr=&id=nzpsdwaaqbaj&oi=fnd&pg=pr9&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=26ctrurd5y&sig=upsfeew7fhqh6pc55z-gpwvmirk,Google Scholar,TRUE,5,,
132,1917,"Davis, E.",EP Davis,EP Davis - 1917 - books.google.com,,Obstetric And Gynecologic Nursing,"CHAPTER I DEFINITION OF PREGNANCY; THE GROWTH OF THE OVUM... The Fetus, 14-Physiology of Pregnancy, 16-The Placenta, 19-Anatomy of Pregnancy, 20-Medical Care ...",https://books.google.com/books?hl=en&lr=&id=5gw1aqaamaaj&oi=fnd&pg=pa11&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=bov4iozjok&sig=8leghvev0o1nwsdmywlw8htw8fg,Google Scholar,TRUE,2,,
133,1996,"Sekouba, B.",B Sekouba,B Sekouba - 1996 - 34.250.91.188,,Studies On The Cellular And Humoral Immune Responses Of The Tropical Bont Tick Amblyomma Varibgatum And The Brown Ear Tick Rhipicephalus Appendiculatus Against ...,"Amblyomma variegatum and Rhipicephalus appendiculatus are pests of domestic and to a certain extend wild animals. While feeding they transmit important diseases, among which ...",http://34.250.91.188:8080/xmlui/handle/123456789/209,Google Scholar,TRUE,4,,
134,2009,"Winter, R.",R Winter,R Winter - 2009 - books.google.com,,A Consumer'S Dictionary Of Cosmetic Ingredients: Complete Information About The Harmful And Desirable Ingredients Found In Cosmetics And Cosmeceuticals,Everything you need to know about the safety and efficacy of cosmetics and cosmeceuticals. Is it a cosmetic? A drug? A nutrient? It’s becoming more and more difficult to tell the ...,https://books.google.com/books?hl=en&lr=&id=3hlmyma2-msc&oi=fnd&pg=pa1&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=dbepv2cwtb&sig=nd2ov4qbihuwgl6f8uy4cfypsok,Google Scholar,TRUE,2,,
