Study_ID,Publication Year,First Author,Authors,Publication Title,Summary,Database,DOI,URL,Title,Abstract,Abstract2,Exclude_JGE,Reason_ID_JGE,Exclude_MS,Reason_ID_MS,Exclude_GC,Reason_ID_GC,Review_GC,Comments_GC,Exclude_FINAL,Reason_ID_FINAL
137,2010,"Pearson, E.","Pearson, Erik G.; Downey, Earl C.; Barnhart, Douglas C.; Scaife, Eric R.; Rollins, Michael D.; Black, Richard E.; Matlak, Michael E.; Johnson, Dale G.; Meyers, Rebecka L.",Journal Of Pediatric Surgery,,PubMed,10.1016/j.jpedsurg.2010.08.033,,Reflux Esophageal Stricture--A Review Of 30 Years' Experience In Children,"Purpose: Strictures Of The Esophagus In Children May Have Multiple Etiologies Including Congenital, Inflammatory, Infectious, Caustic Ingestion, And  Gastroesophageal Reflux (Peptic Stricture [Ps]). Current Literature Lacks Good  Data Documenting Long-Term Outcomes In Children. This Makes It Difficult To  Counsel Some Patients About Realistic Treatment Expectations. The Objective Of  This Study Is To Evaluate Our Institutional Experience And Define The Natural  History And Treatment Outcomes. Methods: A Retrospective Review Of Clinical Data  Obtained From Children Who Underwent Dilation For Ps Was Performed. Results: Over  The Past 30 Years, 114 Children And Adolescents Received 486 Dilations. The Most  Common Indications For Stricture Dilation Were Ps (42%) And Esophageal Atresia  (38%). Other Lesser Indications Included Congenital, Foreign Body, Corrosive,  Cancer, Radiation, Allergic, And Infectious. This Review Focuses On The 48  Children With Ps. Of The Children With Ps, A Congenital Anomaly Was Identified In  23 Children; And 12 Had Neurologic Impairment. Average Age At Presentation Was  10.2 Years (Range, 0.5-18.3 Years). Most Patients Had Had Symptoms For Many  Months Before Diagnosis. Peptic Stricture Was Most Common In The Lower Esophagus  (N = 39). However, Middle (N = 8) And Upper (N = 1) Strictures Were Occasionally  Identified. Noncompliance With Medical Therapy Was A Challenge In 12% (N = 5) Of  Children. Children With A Ps Received A Median Of 3 Dilations, But A Subset Of 5  Patients With Severe Strictures Underwent Up To 48 Dilations (Range, 1-48).  Repeated Dilations Were Required For A Median Of 20 Months (Range, 1-242 Months).  Among Patients Receiving Esophageal Dilation For Ps, 94% Required An Antireflux  Procedure (19% Required A Second Antireflux Surgery). A Subgroup Of Patients (N =  10) Was Identified Who Required Extended Dilations, Multiple Surgeries, And  Esophageal Resection. This Subgroup Had A Significantly Longer Period Of  Symptomatic Disease And Increased Risk Of Esophageal Resection Compared With  Those Patients Requiring Fewer Dilations. Surgical Resection Of The Esophageal  Stricture Was Ultimately Required In 3 Children With Ps After Failure Of More  Conservative Measures. Conclusion: Children And Adolescents Presenting With  Reflux Esophageal Stricture (Ps) Frequently Require Antireflux Surgery, Redo  Antireflux Surgery, And Multiple Dilations For Recurrent Symptoms. We Hope That  These Data Will Be Of Use To The Clinician Attempting To Counsel Patients And  Parents About Treatment Expectations In This Challenging Patient Population.",,True,2.0,True,2.0,,,,,True,2.0
140,2010,"Kleiman..., B.","B Joseph, J Antrim, Dg Kleiman...",Wild Mammals In ...,"B Joseph, J Antrim, DG Kleiman... - Wild mammals in ..., 2010 - books.google.com",Google Scholar,,https://books.google.com/books?hl=en&lr=&id=a1vev5hf7o8c&oi=fnd&pg=pa181&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=ocak4ehb_n&sig=kpmgjufub-jij8fpgnhzlsh3190,Special Considerations For The Maintenance Of Marine Mammals In Captivity,"Marine Mammals Are A Unique Group Of Warm-Blooded Animals That, With The Exception Of A Few Freshwater Species, Make Their Living From The Sea. However, Marine Mammals Did Not ...","Zoos, aquaria, and wildlife parks are vital centers of animal conservation and management. For nearly fifteen years, these institutions have relied on Wild Mammals in Captivity as the essential reference for their work. Now the book reemerges in a completely updated second edition. Wild Mammals in Captivity presents the most current thinking and practice in the care and management of wild mammals in zoos and other institutions. In one comprehensive volume, the editors have gathered the most current information from studies of animal behavior; advances in captive breeding; research in physiology, genetics, and nutrition; and new thinking in animal management and welfare.

In this edition, more than three-quarters of the text is new, and information from more than seventy-five contributors is thoroughly updated. The standard text for all courses in zoo biology, Wild Mammals in Captivity will, in its new incarnation, continue to be used by zoo managers, animal caretakers, researchers, and anyone with an interest in how to manage animals in captive conditions. ",True,4.0,True,2.0,,,,,True,4.0
143,2010,"Donnelly, L.","Donnelly, Lane F.",Pediatric Radiology,,PubMed,10.1007/s00247-010-1651-5,,Beverage Can Stay-Tabs: Still A Source For Inadvertently Ingested Foreign Bodies In Children,"Background: In The 1970S In Part To Avoid Inadvertent Ingestion, The Beverage-Can Industry Changed Can Construction From Pull-Tabs To The Stay-Tabs (Remain  Attached To Can After Opening) Used Today. Objective: Our Purpose Is To Identify  The Number Of Inadvertent Ingestions Of Beverage-Can Stay-Tabs By Children  Recognized At Our Institution. Materials And Methods: The Medical Information  System Of A Children'S Hospital Was Searched With Key Terms To Identify Cases In  Which A Witnessed Or Self-Reported Inadvertent Ingestion Of A Beverage-Can  Stay-Tab Resulted In A Radiograph To Rule Out Presence Of A Foreign Body.  Demographics, Identification Of Stay-Tab On Radiographs, Associated  Abnormalities, And Patient Management Were Reviewed. Results: Nineteen Cases Of  Stay-Tab Ingestion Were Identified Over 16 Years. Mean Age Of Ingesters Was 8.5  Years With The Majority Being Teenagers And 15 (79%) >5 Years Of Age. The  Stay-Tab Could Be Seen Radiographically Only In 4 (21%) Cases-All With The  Stay-Tab Identified In The Stomach. Conclusion: The Identification Of 19 Children  Who Inadvertently Ingested Beverage-Can Stay-Tabs At A Single Children'S Hospital  Suggests That Such Ingestions Still Occur. Radiologists Should Be Aware That  Stay-Tabs Are Radiographically Visible In The Minority (21%) Of Cases.",,True,2.0,,,,,,,True,2.0
150,2011,"Passaro, G.","Passaro, Giovanna; Cappa, Emanuele; D'Addessi, Alessandro; Sacco, Emilio; Bassi, Pier Francesco",Urologia,,PubMed,10.5301/ru.2011.8865,,Foreign Bodies In Urinary Bladder: A Clinical Case,"Objectives: A Pencil In The Urinary Bladder Is An Unusual Problem For Urologists. We Present A Case In A 44-Year-Old Female With An Eyeliner Pencil Self-Introduced  Into The Urethra. Materials And Methods: The Patient Was Referred To Us With A  Recent History Of ""Ingestion Of Foreign Body"". The Clinical Presentation,  Radiologic Data, And Treatment Were Reported. Results: The Patient Had A Pencil  Placed Sideways In The Urinary Bladder, With Focal Perforation Of The Left Wall.  A Cystoscopy Was Performed And The Pencil Was Removed At The Same Time By Using  Grasping Forceps And Hydraulic Overdistention Of The Urinary Bladder.  Conclusions: Bladder Is The Most Common Location Of Foreign Bodies Of The  Urogenital Tract, Almost Always Due To Self-Insertion Into The Urethra For The  Purpose Of Masturbation Or As A Result Of Non-Inhibited Or Altered Behavior Due  To Psychiatric Diseases, Or To The Influence Of Drugs. Most Patients Were Too  Ashamed To Admit They Had Inserted Or Applied Any Object And Usually Presented  When A Complication Had Occurred Such As Difficulty In Voiding, Hematuria, Pain  Or Swelling, Extravasations Or Abscess Formation. The Treatment Can Be  Endoscopic, And It Depends On The Type Of The Foreign Object And The Operator'S  Skills.",,True,2.0,,,,,,,True,2.0
153,2011,"Friesenbichler, J.","Friesenbichler, J; Maurer-Ertl, W; Sadoghi, P; Wolf, E; Leithner, A",Bmc Surgery,,Web of Science,10.1186/1471-2482-11-31,,Auto-Aggressive Metallic Mercury Injection Around The Knee Joint: A Case Report,"Background: Accidental Or Intentional Subcutaneous And/Or Intramuscular Injection Of Metallic Mercury Is An Uncommon Form Of Poisoning. Although It Does Not Carry The Same Risk As Mercury Vapour Inhalation, It May Cause Destructive Early And Late Reactions. Case Presentation: Herein We Present The Case Of A 29-Year-Old Male Patient Who Developed An Obsessive-Compulsive Disorder Causing Auto-Aggressive Behaviour With Injection Of Elemental Mercury And Several Other Foreign Bodies Into The Soft Tissues Around The Left Knee About 15 Years Before Initial Presentation. For Clinical Examination X-Rays And A Ct-Scan Of The Affected Area Were Performed. Furthermore, Blood Was Taken To Determine The Mercury Concentration In The Blood, Which Showed A Concentration 17-Fold Higher Than Recommended. As A Consequence, The Mercury Depots And Several Foreign Bodies Were Resected Marginally. Conclusion: Blood Levels Of Mercury Will Decrease Rapidly Following Surgery, Especially In Combination With Chelating Therapy. In Case Of Subcutaneous And Intramuscular Injection Of Metallic Mercury We Recommend Marginal Or Wide Excision Of All Contaminated Tissue To Prevent Migration Of Mercury And Chronic Inflammation. Nevertheless, Prolonged Clinical And Biochemical Monitoring Should Be Performed For Several Years To Screen For Chronic Intoxication.",,True,2.0,,,,,,,True,2.0
154,2011,"King, J.","Jks Woo, Wwk King",Fundamentals Of Surgical Practice,"JKS Woo, WWK King - Fundamentals of Surgical Practice, 2011 - books.google.com",Google Scholar,,"https://books.google.lk/books?hl=en&lr=&id=3wcyaNS3z_gC&oi=fnd&pg=PA306&dq=+Fundamentals+of+Surgical+Practice,+2011+Woo+king&ots=0Vc1Zb9Jb8&sig=TpHeBERs8OIkzOSZnPqEudFKb3M&redir_esc=y#v=onepage&q=Fundamentals%20of%20Surgical%20Practice%2C%202011%20Woo%20king&f=false",Fundamentals Of Head And Neck Surgery,"Preauricular Sinus Is A Common Congenital Condition; There Is No Requirement For Treatment Unless It Becomes Infected (Figure 18.1). It May Then Present With Pain, Swelling And Discharge...",Fundamentals of head and neck surgery,True,2.0,,,,,,,True,2.0
156,2011,"Guirgis, M.","Guirgis, Marianne; Nguyen, Robert; Pokorny, Christopher",Medical Journal Of Australia,,PubMed,10.5694/j.1326-5377.2011.tb02955.x,,Accidental Ingestion Of Plastic From Takeaway Containers--Food For Thought,"Foreign Body Oesophageal Obstruction Is A Medical Emergency. It May Be Accidental, Particularly In Children, Or Deliberate, For Example With Suicide  Attempts. We Present Two Cases Illustrating Accidental Oesophageal Foreign Body  Impaction Occurring After Consumption Of Food That Had Been Heated In A Plastic  Container In A Microwave Oven, Then Cut And Eaten Directly From The Softened  Container. To Date, We Are Not Aware Of Any Similar Reports. In View Of Potential  Complications, Care Needs To Be Taken When Food Is Eaten Directly From Plastic  Takeaway Containers.",,True,3.0,,,,,,,True,3.0
158,2011,"Gayer, G.","Gayer, Gabriela; Petrovitch, Ivan; Jeffrey, R. Brooke","Radiographics : A Review Publication Of The Radiological Society Of North America, Inc",,PubMed,10.1148/rg.312105123,,Foreign Objects Encountered In The Abdominal Cavity At Ct,"Foreign Objects Are Not Infrequently Seen At Computed Tomography (Ct) Of The Abdomen And Pelvis And May Pose A Diagnostic Challenge To The Radiologist, Who  Must Recognize The Object, Characterize Its Nature And Location, And Determine  Its Clinical Significance. Most Foreign Objects Are Incidentally Detected At Ct,  But They May Mimic A Wide Range Of Pathologic Conditions. Some Foreign Objects  (Eg, An Object That Has Been Swallowed Either Intentionally Or Unintentionally)  Are The Cause Of The Patient'S Signs And Symptoms And Require Prompt Medical  Attention. Other Objects, Such As A Sponge Or Surgical Instrument That Has Been  Retained Postoperatively, May Have Medicolegal Consequences. Furthermore, Certain  Objects, Such As Intentionally Concealed Drug Packets, May Go Undetected Unless A  High Degree Of Suspicion Exists And Appropriate Window Settings Are Used To  Review The Study. The Radiologist Should Be Familiar With The Wide Range Of  Foreign Objects That May Be Encountered At Abdominopelvic Ct, Be Able To  Recognize Them Promptly, And Understand Their Implications For Patient Treatment.",,True,5.0,,,,,,,True,5.0
159,2011,"Garrett, D.","Garrett, Deiadra; Anselmo, Dean; Ford, Henri; Ndiforchu, Fombe; Nguyen, Nam",Pediatric Surgery International,,PubMed,10.1007/s00383-011-2862-z,,Minimally Invasive Esophagectomy And Gastric Pull-Up In Children,"Purpose: Minimally Invasive Esophagectomy And Gastric Pull-Up Is A Widely Accepted Method In Adults. However, The Experience In The Pediatric Population Is  Limited. Minimally Invasive Esophagectomy Represents A New Alternative Technique  To The Conventional Open Approach. We Wish To Report Our Small Case Series Of  Minimally Invasive Esophagectomy And Gastric Pull-Up In Pediatric Patients. The  Aim Of The Study Is To Evaluate The Feasibility, Safety, And Outcomes Of The  Procedure. Methods: Three Patients (2 Girls And 1 Boy) With Average Age 46 Months  (34-57 Months) And Average Weight 12.6 Kg (11-15 Kg) Underwent The Procedure. The  Indications For Esophagectomy Were Esophageal Stricture From Caustic Ingestion (2  Patients) And Failed Repair Of Esophageal Atresia (1 Patient). Results: Average  Operative Time Was 7 H (0519-0752 Hours). There Were No Intraoperative  Complications With The Average Blood Loss Of 50 Cc (5-125 Cc). No Anastomotic  Leaks Were Noted On The Initial Esophagrams That Were Obtained On Postoperative  Day Five Or Six. One Patient Developed A Cervical Wound Infection On  Postoperative Day Seven Due To A Retained Piece Of Penrose, Which Required A Neck  Exploration, Removal Of Foreign Body And Repair Of A Small Leak. One Patient  Developed An Anastomotic Stricture At The 7-Month Follow-Up. She Was Successfully  Treated With Two Balloon Dilatations. One Patient Developed A Delayed  Esophagogastric Anastomotic Leak At 3 Months. The Leak Spontaneously Closed After  Surgical Drainage. At Average Of 22-Month Follow-Up (15-36 Months), All Patients  Were Eating Regular Food With Excellent Weight Gain. Conclusion: Minimally  Invasive Esophagectomy And Gastric Pull-Up Is Technically Challenging But  Feasible And Safe With Acceptable Outcomes. However, Further Study Is Needed To  Further Validate The Approach.",,True,2.0,,,,,,,True,2.0
163,2012,"Pappas..., E.","Eg Chekan, Tn Pappas...",Surgery: Basic Science ...,"EG Chekan, TN Pappas... - Surgery: Basic Science ..., 2012 - books.google.com",Google Scholar,,"https://www.google.lk/books/edition/Surgery/cs6O3QIwrKcC?hl=en&gbpv=1&dq=The+historical+development+of+laparoscopy+can+be+traced+to+early+in+the+nineteenth+century+when,+using+reflected+candlelight,+Bozzini,+an+Italian+physician+living+in+Germany,+first+...&pg=PA771&printsec=frontcover",Of Minimally,"The Historical Development Of Laparoscopy Can Be Traced To Early In The Nineteenth Century When, Using Reflected Candlelight, Bozzini, An Italian Physician Living In Germany, First ","The historical development of laparoscopy can be
traced to early in the 19th century when Bozzini, an Italian physician living in Germany, first examined the abdominal cavity using reflected candlelight.' In 1901, George Kelling, a German, described the establishment of a pneumoperitoneum (PNP) and trocar placement through which a cystoscope was placed. In the early 1930s throughout Europe, modern laparoscopy was popularized by Kalk, who used room air to create a PNP. 2,3
Laparoscopy was initially
applied in gynecological procedures, and it was not until 1991 that general surgeons began to take notice when Muhe introduced the first laparoscopic cholecystectomy (LC)
1n
Germany.
4",True,5.0,,,,,,,True,5.0
