Publication Year,First Author,Authors,Summary,Publication Title,Title,Abstract,URL,Database,Exclude,Reason ID,Reason
2020,"de'Angelis, S.","S Bosi, GL de'Angelis","S Bosi, GL de'Angelis - Acta Bio Medica: Atenei Parmensis, 2020 - researchgate.net",Acta Bio Medica: Atenei Parmensis,Case report: successful endoscopic removal of a large rectal foreign body,"Incidence of emergency access due to retained large rectal foreign bodies is increased in the last years. Such situations are a challenge because often, due to their size and physical …",https://www.researchgate.net/profile/Gian-Deangelis/publication/344256304_Case_report_successful_endoscopic_removal_of_a_large_rectal_foreign_body/links/5f89cb7d299bf1b53e2c2433/Case-report-Successful-endoscopic-removal-of-a-large-rectal-foreign-body.pdf,Google Scholar,,,
2021,"Zawadzka-Głos, M.","M Jabłońska-Jesionowska, L Zawadzka-Głos","M Jabłońska-Jesionowska, L Zawadzka-Głos - New Med, 2021 - newmedicine.pl",New Med,295 children's bronchoscopy due to choking episode with suspected foreign body in the of pediatric ent department–analysis of choking risk factors,Introduction. Aspiration of foreign body by children is a common cause of respiratory failure and an indication for urgent bronchoscopy. This procedure under general anesthesia is very …,http://www.newmedicine.pl/wp-content/uploads/2022/04/newmed_2021_040-046.pdf,Google Scholar,,,
2021,"Green…, J.","J Michaels, C Orji, F Green…","J Michaels, C Orji, F Green… - The Journal of Laryngology …, 2021 - cambridge.org",The Journal of Laryngology …,Investigative strategies for fish bone foreign bodies during the coronavirus disease 2019 pandemic: an analysis of ENT UK guidelines,"BackgroundBy nature of their specialty, otolaryngologists are disproportionately exposed to coronavirus disease 2019 through aerosol-generating procedures and close proximity to the …",https://www.cambridge.org/core/journals/journal-of-laryngology-and-otology/article/investigative-strategies-for-fish-bone-foreign-bodies-during-the-coronavirus-disease-2019-pandemic-an-analysis-of-ent-uk-guidelines/14D08DB21C6C4818F4A0B491F5BFD142,Google Scholar,,,
2021,"Joy, M.","MA Baseer, ND Shinde, S Joy","MA Baseer, ND Shinde, S Joy - International Journal of Surgery and …, 2021 - ejos.org",International Journal of Surgery and …,Clinical profile and management of foreign body ingestion in children,"Background: This study is conducted to estimate the type, location, clinical features of the ingested foreign bodies, its complication and management at the tertiary care centre. Methods: …",https://ejos.org/fulltext/136-1614095002.pdf,Google Scholar,,,
2021,"Gershman…, R.","R Furlano, G Gershman…","R Furlano, G Gershman… - Practical Pediatric …, 2021 - Wiley Online Library",Practical Pediatric …,Foreign body ingestion,Endoscopy is a common and useful means of accessing the upper gastrointestinal tract for the purpose of retrieving ingested foreign bodies in children. The majority of foreign body …,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119423492.ch29,Google Scholar,,,
2021,"Qiu, C.","CK Xiao, B Sun, YL Wang, LD Qiu","CK Xiao, B Sun, YL Wang, LD Qiu - IFAC-PapersOnLine, 2021 - Elsevier",IFAC-PapersOnLine,Foreign object detection of sintering transport belt based on CNN,"Belt transportation is the most important transportation method in sintering production. Sintered products are often mixed with large gangue, ironware (grate bar, steel plate) leading to …",https://www.sciencedirect.com/science/article/pii/S2405896321023442,Google Scholar,,,
2021,"Altalhi…, N.","NE Algethami, AI Alsulaimani, WA Altalhi…","NE Algethami, AI Alsulaimani, WA Altalhi… - Middle East Journal of …, 2021 - mejfm.com",Middle East Journal of …,"Level of Parental Awareness Regarding Aerodigestive Pediatric Foreign Bodies, Western Region, Saudi Arabia","Background: Foreign body aspiration (FBA) is a life-threatening condition with a high mortality rate, especially in children less than three years of age. Delayed diagnosis is often due to …",http://www.mejfm.com/oCTOBER%202021/FBA.pdf,Google Scholar,,,
2021,"Ali, W.","WK Albayati, N Farhan, AK Jasim, YN Qassim, AA Ali","WK Albayati, N Farhan, AK Jasim, YN Qassim, AA Ali - JPRAS open, 2021 - Elsevier",JPRAS open,The utility of a novel vacuum-assisted foreign body extraction technique from wounds,Retained soft tissue foreign bodies following injuries are frequently seen in the Emergency and Plastic Surgery practice. The patients with such presentations require a watchful and …,https://www.sciencedirect.com/science/article/pii/S2352587820300516,Google Scholar,,,
2021,"Caldore…, P.","P Quitadamo, F Anselmi, M Caldore…","P Quitadamo, F Anselmi, M Caldore… - Acta …, 2021 - search.ebscohost.com",Acta …,Foreign body ingestion in children: Beware of disk batteries and multiple magnets.,"Abbreviations GI gastrointestinal EGD esophagogastroduodenoscopy Foreign body ingestion in children is a challenging clinical scenario. Of note, mucosal injury was reported in 7/7 …",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=08035253&asa=N&AN=152377641&h=EptvXBe7FyH3H8YrOE1nnrzwfhuSdW%2BDvg6v3MtSxo2sH1BP0Qsza%2BE3ajQT52UkvcITrWWHCui8ROUc%2BJueGQ%3D%3D&crl=c,Google Scholar,,,
2022,"Hagos, M.",M Hagos,"M Hagos - East African Journal of Health Sciences, 2022 - journal.mu.edu.et",East African Journal of Health Sciences,Migrated Intestinal Foreign Body: A Rare Mode of Entry.,Foreign body (FB) in women in all age groups may be due to variety of cause. The act of deliberate insertion of foreign body to one’s own body cavity with the help of others is a well-…,https://journal.mu.edu.et/index.php/eajhs/article/view/462,Google Scholar,,,
2022,"Orlando, M.","M Maglione, F Antonelli, C Orlando","M Maglione, F Antonelli, C Orlando - Pediatric Emergency Care, 2022 - journals.lww.com",Pediatric Emergency Care,Iron tablet inhalation: not a foreign body like the others,A 22-month-old child with unremarkable previous medical history presented to the emergency department because of sudden onset of dry cough and likely foreign body aspiration. The …,https://journals.lww.com/pec-online/fulltext/2022/12000/Iron_Tablet_Inhalation__Not_a_Foreign_Body_Like.20.aspx,Google Scholar,,,
2023,"Arıcı, O.","OF Ay, S Arıcı","OF Ay, S Arıcı - Ahi Evran Medical Journal, 2023 - dergipark.org.tr",Ahi Evran Medical Journal,Management of Duodeneal Perforation Due to Toothpick Ingestion,"The ingestion of foreign bodies is one of the leading causes of severe morbidity and mortality in the gastrointestinal tract. A male patient, 47 years old, presented to the emergency …",https://dergipark.org.tr/en/pub/aemj/issue/80226/1117886,Google Scholar,,,
2023,"Kawalec, A.",A Kawalec,"A Kawalec - Pediatria Polska-Polish Journal of Paediatrics, 2023 - termedia.pl",Pediatria Polska-Polish Journal of Paediatrics,Use of ultrasound in differential diagnosis of soft tissue foreign bodies in children–a case series,There are many types of foreign bodies found in soft tissues in children. Ultrasound is a very useful tool in diagnosis. The article presents a series of cases–children with foreign bodies …,"https://www.termedia.pl/Use-of-ultrasound-in-differential-diagnosis-of-soft-tissue-foreign-bodies-in-children-a-case-series,127,50829,0,1.html",Google Scholar,,,
2023,"Negoduyko…, I.","IA Lurin, EM Khoroshun, VV Negoduyko…","IA Lurin, EM Khoroshun, VV Negoduyko… - … Ukrainian Journal of …, 2023 - hirurgiya.com.ua",… Ukrainian Journal of …,Migration of foreign bodies of firearms origin,"Objective. To analyse the results of diagnosis and treatment of wounded with gunshot combat trauma, in which foreign body migration was recorded, and to determine their optimal …",https://hirurgiya.com.ua/index.php/journal/article/view/1107,Google Scholar,,,
2023,"Ionita…, R.","RM Vlad, R Dobritoiu, IG Ionita…","RM Vlad, R Dobritoiu, IG Ionita… - Romanian Journal of …, 2023 - researchgate.net",Romanian Journal of …,Children would taste anything: foreign body ingestion-a multidisciplinary perspective and clinical practice algorithm.,"Foreign body ingestion is a frequent issue among the pediatric population, children under 4 years old being at high risk. The authors reviewed the literature considering the importance …",https://www.researchgate.net/profile/Ruxandra-Dobritoiu-Darie/publication/373884702_Children_would_taste_anything_foreign_body_ingestion_-_a_multidisciplinary_perspective_and_clinical_practice_algorithm/links/65615166ce88b8703109ac01/Children-would-taste-anything-foreign-body-ingestion-a-multidisciplinary-perspective-and-clinical-practice-algorithm.pdf,Google Scholar,,,
2024,"Dadá…, M.","MSAC Dadá, WY Lai, ZMS Dadá…","MSAC Dadá, WY Lai, ZMS Dadá… - Brazilian Journal of …, 2024 - researchgate.net",Brazilian Journal of …,Anatomic Explanation for the Presence of Foreign Bodies in Natural Orifices,Foreign bodies are very common in the Emergency Department worldwide and expend a lot of time of medical staff to extract them. A plenty of these situations are accidental or …,https://www.researchgate.net/profile/Mahomed-Dada/publication/377808383_Anatomic_Explanation_for_the_Presence_of_Foreign_Bodies_in_Natural_Orifices/links/65b933911e1ec12eff64374e/Anatomic-Explanation-for-the-Presence-of-Foreign-Bodies-in-Natural-Orifices.pdf,Google Scholar,,,
2024,"Alghamdi…, M.","M Bashir, AH Alghamdi…","M Bashir, AH Alghamdi… - The Open …, 2024 - openophthalmologyjournal.com",The Open …,"The Prevalence of Contact Lens Wear and Improper Use Among Students of Al-Baha University, Saudi Arabia",Background This study aims to evaluate the knowledge and practice of contact lens wear (CLW) among Al-Baha University medical students. Methods A cross-sectional study was …,https://openophthalmologyjournal.com/contents/volumes/V18/e18743641306553/e18743641306553.pdf,Google Scholar,,,
2024,"Inácio…, A.","AHM Dadá, GC Fernandes, N Inácio…","AHM Dadá, GC Fernandes, N Inácio… - Brazilian Journal of …, 2024 - researchgate.net",Brazilian Journal of …,Foreign body in the mandi-ble: a case report,"Foreign bodies are defined as any object that is foreign to a specific anatomical location. They are very common in clinical practice and every doctor ends up dealing with these cases, …",https://www.researchgate.net/profile/Abdul-Habib-Dada/publication/374923525_Foreign_body_in_the_mandible_a_case_report/links/65372d6d24bbe32d9a657b91/Foreign-body-in-the-mandible-a-case-report.pdf,Google Scholar,,,
2024,"Sato…, A.","A Hikiishi, T Nakai, E Matsui, K Yamane, K Sato…","A Hikiishi, T Nakai, E Matsui, K Yamane, K Sato… - Internal …, 2024 - jstage.jst.go.jp",Internal …,Successful Removal of a Foreign Body Located in the Peripheral Airway Using Flexible Bronchoscopy with Virtual Bronchoscopy Navigation,A case in which a foreign body located in the peripheral airway of the lung was removed by flexible bronchoscopy using a virtual bronchoscopy navigation (VBN) system has been …,https://www.jstage.jst.go.jp/article/internalmedicine/63/10/63_2072-23/_article/-char/ja/,Google Scholar,,,
2024,"Khalid…, V.","V tej Gonuguntla, A Khalid…","V tej Gonuguntla, A Khalid… - Updates on Foreign Body …, 2024 - books.google.com",Updates on Foreign Body …,Foreign Body in the Airway,Foreign Body (FB) aspiration incidence follows a bimodal distribution and is commonly seen in children under the age of 5 or adults with advanced age. The type of FB can be organic …,https://books.google.com/books?hl=en&lr=&id=F9U3EQAAQBAJ&oi=fnd&pg=PA49&dq=(%22foreign+obj*%22+OR+%22foreign+bod*%22)&ots=tAY0H1tY3y&sig=FQdegUYvO7ulfvCEqOWi5bXEz6g,Google Scholar,,,
2024,"Girolamo…, J.","JM Robichaux, SE Lawhon, TW Girolamo…","JM Robichaux, SE Lawhon, TW Girolamo… - … of Neurosurgery: Case …, 2024 - thejns.org",… of Neurosurgery: Case …,Endovascular removal of a symptomatic intracranial foreign body via contact aspiration: illustrative case,"BACKGROUND With the growing utilization of general endovascular techniques, iatrogenic endovascular foreign bodies have become more prevalent. Contact aspiration has proven to …",https://thejns.org/caselessons/view/journals/j-neurosurg-case-lessons/8/21/article-CASE24376.xml,Google Scholar,,,
2024,"Nesiri…, B.","BM Wong, SR Wong, C Nesiri…","BM Wong, SR Wong, C Nesiri… - Pediatric Emergency …, 2024 - journals.lww.com",Pediatric Emergency …,Ultrasound Imaging of Various Ingested Foreign Bodies in an Ex Vivo Intestinal Model,Objective Foreign body ingestion is an increasingly prevalent issue for children who are in the preverbal to early verbal stages of life. Foreign bodies lodged in the gastrointestinal tract …,https://journals.lww.com/pec-online/_layouts/15/oaks.journals/downloadpdf.aspx?an=00006565-990000000-00520,Google Scholar,,,
2025,"Maritato, B.","B Prettegiani, K Maritato","B Prettegiani, K Maritato - Journal of Small Animal Practice, 2025 - Wiley Online Library",Journal of Small Animal Practice,Comparison of removal of intestinal foreign bodies using orogastric retrieval techniques versus gastrotomies in dogs and cats,"Objectives The objective of the study is to describe a surgical technique of intestinal foreign body retrieval without gastrotomy using an endoscopic grasper and digital manipulation, and …",https://onlinelibrary.wiley.com/doi/abs/10.1111/jsap.13827,Google Scholar,,,
eds. Pediatric …,"Sculerati, N.",N Sculerati,"N Sculerati - Bluestone CD, Stool SE, Alper CM, cr al, eds. Pediatric …",Bluestone CD,Foreign bod ies ofthe nose,,,Google Scholar,,,
,"Ingestion, F.",FB Ingestion,FB Ingestion - archildrens.org,,Pediatric Foreign Bod Ingestion/Aspiration/Remo al,"Foreign bod ingestion is common in pediatrics. Incidence is greatest in children< 3 ears old and in those with de elopmental dela but ma occur in an age. In 80% to 90% of e ents, ob …",https://www.archildrens.org/-/media/Files/for-healthcare-professionals/pediatric-guidelines/Pediatric_Foreign_Body_Ingestion_Aspiration_Removal.pdf,Google Scholar,,,
,"Body, P.",PILF Body,PILF Body - jkscience.org,,ICASE REPORT',A unique presentation oflaryngeal foreign body (meat bone) in a four year old girl is presented. She had prolonged impaction ofmeat bone in the larynx (22 days) and presented with …,http://jkscience.org/archive/volume44/Prolonged%20impacted%20laryngeal%20foreign%20body.pdf,Google Scholar,,,
,"Tandon, A.","A Darbari, G Chandra, S Pandey, S Tandon","A Darbari, G Chandra, S Pandey, S Tandon - 2005 - utoronto.scholaris.ca",,Images in Surgery-Intrathoracic foreign body: Straight sewing needle in pericardial cavity,"Intrathoracic Foreign bodies specially inside heart or mediastinum are rare. Generally they occur during war, penetrating trauma, misplaced central venous cathat er [1] and intrathoracic …",https://utoronto.scholaris.ca/bitstreams/790a17cd-eb3b-4351-9573-dd2c1c79e3cf/download,Google Scholar,,,
,"RAMLI, L.","LIM Eng Haw, NMD SYUKRI, RR RAMLI","LIM Eng Haw, NMD SYUKRI, RR RAMLI - researchgate.net",,Bilateral magnetic nasal foreign bodies causing septal perforation,"Nasal foreign bodies are common in Otorhinolaryngology especially in children. The common types of foreign bodies encountered include seeds or nuts, plastic toys, beads, papers, …",https://www.researchgate.net/profile/Eng-Haw-Lim/publication/316066333_Bilateral_magnetic_nasal_foreign_bodies_causing_septal_perforation/links/58ef2d08a6fdcc61cc128636/Bilateral-magnetic-nasal-foreign-bodies-causing-septal-perforation.pdf,Google Scholar,,,
,"Ferguson, D.","D Macgregor, J Ferguson","D Macgregor, J Ferguson - 1998",,Foreign body ingestion in children: an audit of,,,Google Scholar,,,
,"Listed, N.",No Author Listed,DS Matter,,Diagnostic Accuracy of Emergency Bedside Ultrasonography to Detect Cutaneous Wooden Foreign Bodies,,,Google Scholar,,,
,"Listed, N.",No Author Listed,"VK Baranwal, AB Singh, SKR Chaudhary, RP Gupta…",,Management of orbital foreign bodies,,,Google Scholar,,,
,"Chandrakant, M.","MK Sunil, MS Chandrakant","MK Sunil, MS Chandrakant - researchgate.net",,An Interesting Case of Broken Needle,Aims: Breakage of the needle while suturing intra-operatively is an uncommon event. The present report concerns a case presented with intra abdominal foreign body (broken curved …,https://www.researchgate.net/profile/Kiran-Mahapure-2/publication/359049955_An_Interesting_Case_of_Broken_Needle/links/6244a5fc57084c718b771561/An-Interesting-Case-of-Broken-Needle.pdf,Google Scholar,,,
,"Nagare, N.","NA Suman, P Nagare","NA Suman, P Nagare - 2014",,Unusual foreign body in oeso,,,Google Scholar,,,
,"Sikole, P.","PJ Avramovski, MP Avramovska, K Sotiroski, A Sikole","PJ Avramovski, MP Avramovska, K Sotiroski, A Sikole - academia.edu",,OLGU SUNUMU CASE REPORT,"Although accidental aspiration of metal ceramic bridge is not uncommon, the number of cases reported in the literature is limited. Airway foreign bodies can become lodged in the larynx…",https://www.academia.edu/download/49285106/Aspiration_of_dental_bridge.pdf,Google Scholar,,,
,"Banani, S.",SA Banani,SA Banani - 2010 - sid.ir,,APPENDICITIS CAUSED BY METALLIC FOREIGN BODY IN THE APPENDIX (CASE REPORT),"Although uncommon, different kinds of foreign bodies, most of which metallic, have been reported to enter the appendix. The present report describes a case with a metallic FOREIGN …",https://www.sid.ir/paper/276357/fa,Google Scholar,,,
,"Mirtcheva¹…, T.","T Tsolov¹, P Perenovska, T Avramov¹, M Mirtcheva¹…","T Tsolov¹, P Perenovska, T Avramov¹, M Mirtcheva¹… - pedsurg.net",,FOREIGN BODIES WITH SHARP EDGES ON LOWER RESPIRATORY TRACT AND ESOPHAGUS IN CHILDREN–CLINICAL RESEARCH,Foreign bodies on lower respiratory tract and esophagus are a serious medical problem in ENT and pediatric practices.„Beard” in lower respiratory tract and opened safety pins in …,http://www.pedsurg.net/publikacii/bolesti_na_belia_drob/Foreign_bodies_on_lower_respiratory_tract.pdf,Google Scholar,,,
,"Thorawade, P.","PV Jadhav, SA Jaiswal, V Thorawade","PV Jadhav, SA Jaiswal, V Thorawade - ijbamr.com",,Study of clinical presentation of fo group,Introduction: Tracheobronchial foreign body is one aspiration in children has not changed significantly o to explore their surroundings as they are orally orient Material and methods: …,https://www.ijbamr.com/assets/images/issues/pdf/ijbamr%20march%202020%20OTR%207-%2012.pdf.pdf,Google Scholar,,,
,"Lutwak, N.",N Lutwak,N Lutwak - aapsus.org,,"Soft Tissue and Skin Infections in IVDA: Treatment, Complications, and Use of Imaging","The patient is a 56-year old male presenting to the emergency department complaining of redness, swelling, and pain of his right forearm. One week prior to arrival, he was injecting …",https://www.aapsus.org/wp-content/uploads/5fall2012.pdf,Google Scholar,,,
,"Jackson, C.",C Jackson,C Jackson - ncbi.nlm.nih.gov,,"LARYNGOLOGY, OTOLOGY, AND RHINOLOGY.","Endoscopy of Larynx, Trachea, Bronchi, and (Esophagus. Chevalier Jackson (Report, International Medical Congress, 1913) addressed inquiries to 380 laryngologists in America. Of …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5257052/,Google Scholar,,,
,"Listed, N.",No Author Listed,"PL Sertich, M Regina",,Equine Diagnostic Ultrasound,,,Google Scholar,,,
,"OSMANI, I.",I OSMANI,I OSMANI - 2023 - kosovajournalofsurgery.net,,"Open Globe Injuries: Review of Evaluation, Management and Surgical Pearls","Background: Open globe injuries are full-thickness defects of the eyewall and can be caused by sharp or blunt trauma. They are ocular emergencies and, if not treated in a timely …",https://kosovajournalofsurgery.net/wp-content/uploads/2023/12/Ilir-OSmani-Final.pdf,Google Scholar,,,
,"Parçası, İ.","İBİY Cisim, FS Parçası","İBİY Cisim, FS Parçası - 2014 - academia.edu",,"An Iatrogenic Intravesical Foreign Body, a Piece of Foley Catheter: Case Report","Although the cases of intravesical foreign body are rare, it should always be considered in the differential diagnosis of patients presenting with lower urinary tract symptoms. In general, …",https://www.academia.edu/download/72681254/9b2d1f6e64a4654dd090f8c0d6a6fe35f4f9.pdf,Google Scholar,,,
,"Taft, D.","DPM Barry Rosenblum, DPM Drew Taft","DPM Barry Rosenblum, DPM Drew Taft - 2008",,HOW TO ADDRESS PUNCTURE WOUNDS,,,Google Scholar,,,
,"Maruthamuthu…, K.","KS Ponnusamy, I Mohamad, F Zulkifli, T Maruthamuthu…","KS Ponnusamy, I Mohamad, F Zulkifli, T Maruthamuthu… - 2023 - researchgate.net",,Orbitoethmoidal foreign body through traumatic penetrating orbital injury,"Foreign bodies in the nasal cavity, paranasal sinuses, and orbit are commonly related to high-velocity maxillofacial injuries. Cases of foreign bodies in paranasal sinuses are very rare. …",https://www.researchgate.net/profile/Zahirrudin-Zakaria/publication/376424196_Orbitoethmoidal_foreign_body_through_traumatic_penetrating_orbital_injury/links/67217e3a77b63d1220cb6bc0/Orbitoethmoidal-foreign-body-through-traumatic-penetrating-orbital-injury.pdf,Google Scholar,,,
,"Cortellini, C.","C Crinó, K Humm, S Cortellini","C Crinó, K Humm, S Cortellini - rvc-repository.worktribe.com",,Medical management of metallic sharp-pointed straight gastrointestinal foreign bodies in dogs and cats: 18 cases,OBJECTIVE – To describe the medical treatment of gastrointestinal metallic sharp-pointed straight foreign bodies (FBs) in dogs and cats MATERIALS AND METHODS – Clinical records …,https://rvc-repository.worktribe.com/output/1558519,Google Scholar,,,
,"Li, J.","J Wang, Y Liu, B Zhao, F Wang, W Zhang, Y Li","J Wang, Y Liu, B Zhao, F Wang, W Zhang, Y Li - 2023 - elibrary.asabe.org",,Design and verification of metal foreign body detection device for harvester based on eddy current effect,Highlights Prevent metal foreign bodies from scratching the intestines of animals and damaging the harvest cutter. Highly integrated design of acquisition circuit. Application of …,https://elibrary.asabe.org/abstract.asp?aid=53751,Google Scholar,,,
,"Kıvanç, H.","H Lakadamyalı, BD Yağbasan, T Kıvanç","H Lakadamyalı, BD Yağbasan, T Kıvanç - jag.journalagent.com",,OLGU SUNUMU CASE REPORT,Foreign body aspiration is a very serious and critical problem. It may cause chronic and irreversible lung injury and occasionally lead to sudden death. Early diagnosis is key to the …,https://jag.journalagent.com/z4/download_fulltext.asp?pdir=respircase&plng=eng&un=RCR-37232,Google Scholar,,,
,"Radlinsky, M.",M Radlinsky,M Radlinsky - 2020 - cabidigitallibrary.org,,Gastrointestinal surgery: focus on foreign bodies.,"Foreign body ingestion is THE MOST COMMON reason for surgery of the gastrointestinal tract. Procedures could involve the esophagus, stomach, or small intestine. Foreign objects …",https://www.cabidigitallibrary.org/doi/pdf/10.5555/20210293744,Google Scholar,,,
,"Speare, P.","PA Leggat, R Speare","PA Leggat, R Speare - Journal of Travel Medicine - academia.edu",,Peter zyxwvutsrqponmlkjihgfe,"Our eyes can tell a story. They can reflect the environment in which they are exposed, they can reflect the stresses and strains of their use, and they can even reflect disease. Some …",https://www.academia.edu/download/43423815/Sore_eyes_and_travelers20160306-18069-pp17t4.pdf,Google Scholar,,,
,"Lemma…, D.","DJ Desalegn Jebessa, FL Fethu Lemma…","DJ Desalegn Jebessa, FL Fethu Lemma… - 2018 - cabidigitallibrary.org",,"Survey on indigestible foreign bodies in the rumen and reticulum of cattle slaughtered at Nekemte municipal abattoir, Nekemte, Ethiopia.","A cross sectional study was conducted on cattle slaughtered at Nekemte Municipal Abattoir, Nekemte, East Wollega, Ethiopia from November 2015 to April 2016. The objectives of this …",https://www.cabidigitallibrary.org/doi/full/10.5555/20183353864,Google Scholar,,,
,"Nechuiviter, R.","RM Mykhailusov, VV Nehoduyko, OP Nechuiviter","RM Mykhailusov, VV Nehoduyko, OP Nechuiviter - … the probability of foreign bod y removal …",,"Pershyn a YuI, Lytvyn OO",,,Google Scholar,,,
,"PUPS, R.",RAT PUPS,RAT PUPS - academia.edu,,FOREIGN BODIES CAUSING AND PROLONGING HOSPITALIZATION IN CHILDREN 0–14 AGE: RESULTS FROM THE ESFBI STUDY,"Results: In both P3 and P7 rat pups, 2-IB reduced HSP70 production after HI by 50%. The increase in cytochrome c was also 50% reduced by 2-IB treatment (P0. 05). No changes in …",https://www.academia.edu/download/41403817/Nitrotyrosine_Activated_Caspase-3_and_CD20160122-17380-13c4ojg.pdf,Google Scholar,,,
,"Koziy…, A.","A Emelianenko, M Chornozub, N Koziy…","A Emelianenko, M Chornozub, N Koziy… - 2021 - rep.btsau.edu.ua",,Characteristics of Indigestible Foreign Materials in Forestomach of Dairy Cows in Different Farm Types,The aim of the study was to assess the relevance of plastic ingestion in dairy cows depending on the management pra ctice and the size of the farm. The research was conducted during …,http://rep.btsau.edu.ua/handle/BNAU/7077,Google Scholar,,,
,"Bensardi…, M.","M Bouali, M Ouchane, A Elbakouri, F Bensardi…","M Bouali, M Ouchane, A Elbakouri, F Bensardi… - ijclinmedcasereports.com",,Accidental Ingestion of a Foreign Body in Adults: Case Report and Literature,"The ingestion of foreign bodies is a frequent reason of consultation in children, in adults the most exposed person are prisoners, psychotic patients, as well as toothless elderly patient, it …",https://ijclinmedcasereports.com/pdf/IJCMCR-RW-00315.pdf,Google Scholar,,,
,"Çıkarılması, T.",TC ile Çıkarılması,TC ile Çıkarılması - jag.journalagent.com,,Video-Assisted Thoracoscopic Removal of a Mysterious Foreign Body Causing Pneumothorax,The removal of foreign bodies from the pleural cavity via video-assisted thoracoscopic surgery (VATS) has seldom been reported in the literature. This is a description of the case of a 31-…,https://jag.journalagent.com/z4/download_fulltext.asp?pdir=respircase&plng=tur&un=RCR-04900,Google Scholar,,,
