Publication Year,First Author,Authors,Summary,Publication Title,Title,Abstract,URL,Database,Exclude,Reason ID,Reason
2020,"Hanif, U.","U Khan, S Hanif","U Khan, S Hanif - Pakistan Journal of Surgery, 2020 - search.ebscohost.com",Pakistan Journal of Surgery,Accidental ingestion of tooth pick leading to bowel perforation-A case report.,"Bowel perforation is a surgical emergency. There are many causes of bowel perforation commonest being infection, infarction, radiation enteritis, crohn's disease and carcinomas. …",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=02588552&AN=149490166&h=UAOoFI%2F7wY%2BFEynEVet91eJrvw4wkxr0YoqKunoEl6p%2Bud5Yo1ia6PhHQUiqG%2BRkLRnmFsO%2FRgdW%2BZiq0U%2FLAQ%3D%3D&crl=c,Google Scholar,,,
2020,"Sunam, H.","H Yildiran, GS Sunam","H Yildiran, GS Sunam - Current Thoracic Surgery, 2020 - cts.tgcd.org.tr",Current Thoracic Surgery,Rare and unusual tracheobronchial foreign bodies,Materials and Methods: Patients who were admitted to our outpatient clinic or who were referred by other clinics for foreign body aspiration between January 2012 and January 2017 …,https://cts.tgcd.org.tr/abstract.php?id=123,Google Scholar,,,
2021,"Gomez‐Esquivel, R.",RD Gomez‐Esquivel,"RD Gomez‐Esquivel - The Esophagus, 2021 - Wiley Online Library",The Esophagus,Foreign Bodies,Foreign body ingestion is a frequent occurrence. The use of two X‐ray views will help localize the foreign body to the esophagus. Food boluses represent the most common type of …,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119599692.ch41,Google Scholar,,,
2021,"Gershman…, R.","R Furlano, G Gershman…","R Furlano, G Gershman… - Practical Pediatric …, 2021 - Wiley Online Library",Practical Pediatric …,Foreign body ingestion,Endoscopy is a common and useful means of accessing the upper gastrointestinal tract for the purpose of retrieving ingested foreign bodies in children. The majority of foreign body …,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119423492.ch29,Google Scholar,,,
2021,"Zhang…, H.","H Wan, L Zhang, Y Li, Q Meng, Y Zhang…","H Wan, L Zhang, Y Li, Q Meng, Y Zhang… - Nanotechnology, 2021 - iopscience.iop.org",Nanotechnology,Nanoscale water spray assisted synthesis of CAs@ B-TiO2 core–shell nanospheres with enhanced visible-light photocatalytic activity,Increasing photoactive areas and oxygen vacancy to improve the separation and utilization of electrons and holes in a photocatalytic process are a guarantee for highly photocatalysis …,https://iopscience.iop.org/article/10.1088/1361-6528/abbf69/meta,Google Scholar,,,
2021,"Ali, W.","WK Albayati, N Farhan, AK Jasim, YN Qassim, AA Ali","WK Albayati, N Farhan, AK Jasim, YN Qassim, AA Ali - JPRAS open, 2021 - Elsevier",JPRAS open,The utility of a novel vacuum-assisted foreign body extraction technique from wounds,Retained soft tissue foreign bodies following injuries are frequently seen in the Emergency and Plastic Surgery practice. The patients with such presentations require a watchful and …,https://www.sciencedirect.com/science/article/pii/S2352587820300516,Google Scholar,,,
2022,"Olaoye…, P.","PO Adeoye, OA Afolabi, HK Omokanye, I Olaoye…","PO Adeoye, OA Afolabi, HK Omokanye, I Olaoye… - African Health …, 2022 - ajol.info",African Health …,Foreign bodies in the aerodigestive tract: time for comprehensive preventive measures,Background: Foreign body (FB) in the aerodigestive tract presents more commonly in children and remains a surgical emergency with potential for fatal complications. Objectives: To …,https://www.ajol.info/index.php/ahs/article/view/228987,Google Scholar,,,
2022,"Wang…, Y.","Y Wang, S Wang, X Zhao, X Lu, T Wang…","Y Wang, S Wang, X Zhao, X Lu, T Wang… - Current Medical …, 2022 - ingentaconnect.com",Current Medical …,Intraoperative Optical Coherence Tomography-guided 25G Microamount Trajectory Vitrectomy for the Treatment of Penetrating Ocular Injury Caused by a Foreign …,Background: Optical coherence tomography (OCT) is a real-time three-dimensional tomography optical imaging technology that uses near-infrared waves to take cross-sectional …,https://www.ingentaconnect.com/content/ben/cmir/2022/00000018/00000013/art00011,Google Scholar,,,
2022,"Hagos, M.",M Hagos,"M Hagos - East African Journal of Health Sciences, 2022 - journal.mu.edu.et",East African Journal of Health Sciences,Migrated Intestinal Foreign Body: A Rare Mode of Entry.,Foreign body (FB) in women in all age groups may be due to variety of cause. The act of deliberate insertion of foreign body to one’s own body cavity with the help of others is a well-…,https://journal.mu.edu.et/index.php/eajhs/article/view/462,Google Scholar,,,
2022,"Mirski, M.","M Wieruszewski, Z Malinowski, R Mirski","M Wieruszewski, Z Malinowski, R Mirski - Drvna industrija, 2022 - hrcak.srce.hr",Drvna industrija,Quality and Dimensional Parameters of Large-Sized Pine Timber in View of Expectations of Polish Sawmill Industry,"Changes in the processing directions of round wood require the selection of raw material with appropriate quality and dimensional characteristics. In the case of large-size pine wood, …",https://hrcak.srce.hr/clanak/406564,Google Scholar,,,
2022,"Panebianco…, A.","A Volpi, R Laforgia, A Panebianco…","A Volpi, R Laforgia, A Panebianco… - Annali Italiani di …, 2022 - annaliitalianidichirurgia.it",Annali Italiani di …,201 cases of foreign body ingestion in a Surgical Emergency Unit A 16-year retrospective study,"AIM: The aim of this study is to analyse clinical characteristics of FB ingestion and predictive factors for complications, in order to reduce mortality and morbidity. MATERIALS AND …",https://annaliitalianidichirurgia.it/index.php/aic/article/view/869,Google Scholar,,,
2022,"RF, B.","B DD, P RF","B DD, P RF - New Armenian Medical Journal, 2022 - search.ebscohost.com",New Armenian Medical Journal,CASE REPORT OF FATAL DEEP NECK ABSCESS: A COMPLICATION OF AERODIGESTIVE FOREIGN BODIES.,"Background: Ingestion of a foreign body is a typical emergency in the field of health services otorhinolaryngology head and neck surgery. Pharyngooesophageal perforation, aorto-…",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=18290825&AN=160449218&h=p5sZ0jK2%2F7%2F0gbI3sj9aGuDQ5SnK0xib%2F%2Bnji2l2a6IM4xqsn%2FdDz76rloehnZS59JxGeQ5q%2BMfnb%2BPlSq7jHw%3D%3D&crl=c,Google Scholar,,,
2022,"Sayadi…, J.","J Arora, J Kim, M Pakvasa, L Sayadi…","J Arora, J Kim, M Pakvasa, L Sayadi… - … Surgery–Global Open, 2022 - journals.lww.com",… Surgery–Global Open,Intraoperative loss of a microsurgical needle: Assessing potential injury and risks through a rat model,PURPOSE: The intraoperative loss of microsurgical needles is not uncommon due to their size (< 8mm) and delicacy. Attempts to recover the needle may subject patients to additional …,https://journals.lww.com/prsgo/fulltext/2022/10001/intraoperative_loss_of_a_microsurgical_needle_.95.aspx,Google Scholar,,,
2023,"Žilinskas…, Ž.","Ž Petronis, A Janovskienė, R Kubilius, J Žilinskas…","Ž Petronis, A Janovskienė, R Kubilius, J Žilinskas… - Stomatologija, 2023 - sbdmj.com",Stomatologija,"Odontogenic sinusitis: causes, symptoms and treatment. A review of current literature and concepts","Objective. Diagnosis of odontogenic maxillary sinusitis (OMS) often is misdiagnosed as rhinosinusitis, the main symptoms of these diseases are the same: facial pain, postnasal …",https://sbdmj.com/233/233-02.pdf,Google Scholar,,,
2023,"Karahan…, Ö.","Ö Güneş, A Atay, F Karahan…","Ö Güneş, A Atay, F Karahan… - Laparoscopic …, 2023 - search.ebscohost.com",Laparoscopic …,Gastrointestinal system foreign bodies.,"Introduction: While foreign bodies in the gastrointestinal tract are observed more frequently and accidentally in the childhood age group, they may occur to attract attention, sexual …",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=25870610&AN=163485270&h=XWzTR2NpovQX%2Fajc2YST7VpRT16rJiAcZSavkMwPCPiZ24FEWX8FKDItmDbmfyKQjbMzZm14xam%2BoaxwGVX%2FQw%3D%3D&crl=c,Google Scholar,,,
2023,"Puzyrevska, A.","A Klymas, A Puzyrevska","A Klymas, A Puzyrevska - Ukrainian Journal of Veterinary …, 2023 - veterinaryscience.com.ua",Ukrainian Journal of Veterinary …,Problems of motor activity in cows with orthopaedic pathology.,The relevance of the study is conditioned by the fact that diseases that manifest various degrees of lameness in cows are widespread (50-70%) among livestock. Milk productivity and …,https://veterinaryscience.com.ua/web/uploads/pdf/Ukrainian%20Journal%20of%20Veterinary%20Sciences_14_4_2023-74-90.pdf,Google Scholar,,,
2023,"KUNČIUS, H.",H KUNČIUS,"H KUNČIUS - Lituanus, 2023 - search.ebscohost.com",Lituanus,THE COLLECTIVE FARM IS GETTING ON ITS FEET.,"The Collective Farm is Getting on Its Feet"" explores the aftermath of Stalin's death on a collective farm in Lithuania. The article highlights the mourning and despair felt by the Soviet …",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=00245089&asa=N&AN=174259308&h=%2BHUm5%2F0q4WDJk0%2BnvmX7XSC%2FoWluXEycXTqWx54Bjow9L1FlHKjU9XNzk5940Y7RhtDTo4jb93PFhhGavwzrHA%3D%3D&crl=c,Google Scholar,,,
2023,"Lecourtois…, E.","E Griffeuille, M Lebaut, C Lecourtois…","E Griffeuille, M Lebaut, C Lecourtois… - The Canadian …, 2023 - ingentaconnect.com",The Canadian …,Septic peritonitis secondary to intra-peritoneal grass awn migration: 7 cases (2014‐2021),"Objectives To describe the clinical presentation, management, and outcome of cases treated for septic peritonitis secondary to intra-peritoneal grass awn migration. Animals Six client-…",https://www.ingentaconnect.com/contentone/cvma/cvj/2023/00000064/00000003/art00007,Google Scholar,,,
2023,"Gach, K.","K Michalec, R Wąsik, M Gach","K Michalec, R Wąsik, M Gach - Drewno. Prace naukowe …, 2023 - bibliotekanauki.pl",Drewno. Prace naukowe …,Impact of the presence of foreign bodies on quality and value of oak timber,"The paper discusses the impact of the presence of foreign bodies on the quality and value of oak timber as raw material. During the study, 109 oak bolts and logs with a total volume of …",https://bibliotekanauki.pl/articles/27323539.pdf,Google Scholar,,,
2023,"Dimovski, D.",D Dimovski,"D Dimovski - Teme-Časopis za Društvene Nauke, 2023 - ceeol.com",Teme-Časopis za Društvene Nauke,CRYPTOCURRENCIES AND CRIME,"In the introductory part of the paper, the author briefly explores the emergence of the first cryptocurrency (Bitcoin), which was initially devised for the purpose of securing easier …",https://www.ceeol.com/search/article-detail?id=1224167,Google Scholar,,,
2023,"Girolamo…, I.","I Desprez, A Crookes, N Di Girolamo…","I Desprez, A Crookes, N Di Girolamo… - American Journal of …, 2023 - Am Vet Med Assoc",American Journal of …,Subcutaneous administration of hydromorphone (0.2 mg/kg) provides antinociception in ferrets (Mustela putorius furo),OBJECTIVE To evaluate antinociceptive efficacy of SC administration of hydromorphone hydrochloride and buprenorphine hydrochloride in ferrets ( Mustela putorius furo ). ANIMALS …,https://avmajournals.avma.org/view/journals/ajvr/84/10/ajvr.23.05.0099.xml,Google Scholar,,,
2023,"Thottoli, M.",MM Thottoli,"MM Thottoli - PSU Research Review, 2023 - emerald.com",PSU Research Review,"The interrelationship of marketing, accounting and auditing with corporate social responsibility","Purpose The purpose of this paper is to examine the interrelationship of marketing, accounting and auditing with corporate social responsibility (CSR) to determine the benefit of CSR …",https://www.emerald.com/insight/content/doi/10.1108/PRR-12-2020-0045/full/html,Google Scholar,,,
2023,"Caballero-Alvarado…, C.","C Zavaleta-Corvera, J Caballero-Alvarado…","C Zavaleta-Corvera, J Caballero-Alvarado… - Surgical …, 2023 - researchgate.net",Surgical …,Rectal Foreign Body Removal: A Systematic Review of Interventions.,"Hospital admission of patients presenting foreign bodies in the rectum is a challenge for the emergency physician or surgeon, due to the variety of objects and the difficulty of extraction. …",https://www.researchgate.net/profile/Carlos-Zavaleta-Corvera/publication/376379129_Rectal_Foreign_Body_Removal_A_Systematic_Review_of_Interventions/links/657523f8ea5f7f0205583a22/Rectal-Foreign-Body-Removal-A-Systematic-Review-of-Interventions.pdf,Google Scholar,,,
2023,"Skutta, J.",JS Skutta,"JS Skutta - Avant, 2023 - journal.avant.edu.pl",Avant,Tactile Vision and Othering: Ethnographic Engagements and Racial Differentiations in 19th Century Travelogues,"The transmission, emergence, and dissemination of features of racial differentiation are based on the interplay of different sensory perceptions, as this contribution will illustrate. For this …",https://journal.avant.edu.pl/index.php/en/article/view/82,Google Scholar,,,
2024,"Kulida…, M.","M Malyuk, O Tul, M Kulida…","M Malyuk, O Tul, M Kulida… - Ukrainian Journal of …, 2024 - veterinaryscience.com.ua",Ukrainian Journal of …,Prevalence and diagnostic methods of surgical pathology in the digestive system of animals.,"The relevance of the study is driven by the rapid increase in the number of small domestic animals with surgical pathology of the digestive system, requiring effective diagnosis and …",https://veterinaryscience.com.ua/web/uploads/pdf/Ukrainian%20Journal%20of%20Veterinary%20Sciences_15_1_2024-104-121.pdf,Google Scholar,,,
2024,"Buils, F.",FJ Buils,"FJ Buils - A Case Report. Clin Surg, 2024 - clinicofsurgery.org",A Case Report. Clin Surg,Repeated Behavior of Deliberate Foreign Body Ingestion in a Patient with Psychiatric Disorder,"1. Abstract Foreign body ingestion [FBI] is rare in adults as compared with children [1]. Foreign body ingestion is accidental in 95 percent of cases and is usually related to food [fish, …",https://clinicofsurgery.org/wp-content/uploads/2024/08/COS-v10-1793.pdf,Google Scholar,,,
2024,"Nesiri…, B.","BM Wong, SR Wong, C Nesiri…","BM Wong, SR Wong, C Nesiri… - Pediatric Emergency …, 2024 - journals.lww.com",Pediatric Emergency …,Ultrasound Imaging of Various Ingested Foreign Bodies in an Ex Vivo Intestinal Model,Objective Foreign body ingestion is an increasingly prevalent issue for children who are in the preverbal to early verbal stages of life. Foreign bodies lodged in the gastrointestinal tract …,https://journals.lww.com/pec-online/_layouts/15/oaks.journals/downloadpdf.aspx?an=00006565-990000000-00520,Google Scholar,,,
2024,"Mallinder…, A.","A Short, A Sit, B Gerstl, H Mallinder…","A Short, A Sit, B Gerstl, H Mallinder… - Australian and New …, 2024 - Wiley Online Library",Australian and New …,Vaginoscopy to investigate vaginal bleeding and discharge in prepubertal girls,"Study Objective To investigate the aetiology of vaginal bleeding and discharge in prepubescent girls, and the utility of vaginoscopy for making a diagnosis. Design Retrospective …",https://obgyn.onlinelibrary.wiley.com/doi/abs/10.1111/ajo.13872,Google Scholar,,,
2024,"Dadá…, M.","MSAC Dadá, WY Lai, ZMS Dadá…","MSAC Dadá, WY Lai, ZMS Dadá… - Brazilian Journal of …, 2024 - scholar.archive.org",Brazilian Journal of …,Foreign bodies in otorhinolaryngology among teenagers and adults observed in reference hospital in Mozambique,Foreign bodies can affect physically and emotionally the patients and leads to significant financial expenses to people affected and to health services. This study aimed to characterize …,https://scholar.archive.org/work/nggi5k2drzfljjfvymam5zkoge/access/wayback/https://www.bjclinicalmedicinereview.com.br/index.php/bjcmr/article/download/foreign_bodies_otorhinolaryngology_among_teenagers/foreign_bodies_otorhinolaryngology_among_teenagers,Google Scholar,,,
2024,"Kowalczyk…, F.","FF Youssef, LL Branch, M Kowalczyk…","FF Youssef, LL Branch, M Kowalczyk… - Annual Review of …, 2024 - annualreviews.org",Annual Review of …,Endoscopic Approaches for Managing Small Intestinal Disease,The endoscopic evaluation and management of small intestinal diseases continue to evolve and expand. The advent of small bowel wireless capsule endoscopy and deep enteroscopy …,https://www.annualreviews.org/content/journals/10.1146/annurev-med-060123-120109,Google Scholar,,,
2024,"Menciassi…, A.","AG Weld, L Dixon, G Anichini, G Faoro, A Menciassi…","AG Weld, L Dixon, G Anichini, G Faoro, A Menciassi… - medRxiv, 2024 - medrxiv.org",medRxiv,A Method For Mimicking Tumour Tissue In Brain Ex-Vivo Ultrasound For Research Application And Clinical Training,"Introduction: Intraoperative ultrasound is becoming a common tool in neurosurgery. However, effective simulation methods are limited. Current, commercial, and homemade phantoms …",https://www.medrxiv.org/content/10.1101/2024.09.30.24314649.abstract,Google Scholar,,,
2024,"Inácio…, A.","AHM Dadá, GC Fernandes, N Inácio…","AHM Dadá, GC Fernandes, N Inácio… - Brazilian Journal of …, 2024 - researchgate.net",Brazilian Journal of …,Foreign body in the mandi-ble: a case report,"Foreign bodies are defined as any object that is foreign to a specific anatomical location. They are very common in clinical practice and every doctor ends up dealing with these cases, …",https://www.researchgate.net/profile/Abdul-Habib-Dada/publication/374923525_Foreign_body_in_the_mandible_a_case_report/links/65372d6d24bbe32d9a657b91/Foreign-body-in-the-mandible-a-case-report.pdf,Google Scholar,,,
2024,"Aryani…, S.","SD Nurcahya, D Setiawan, YA Aryani…","SD Nurcahya, D Setiawan, YA Aryani… - Riset Akuntansi dan …, 2024 - journals2.ums.ac.id",Riset Akuntansi dan …,Tax Avoidance: Do Foreign Interests Have a Role?,"FDI may have beneficial effects on economic development. On the other hand, the presence of foreign investment leads to foreign interest, which has the potential to minimize tax …",https://journals2.ums.ac.id/index.php/reaksi/article/view/3636,Google Scholar,,,
2024,"Shing…, S.","SA Espenica, M Pascual, H Shing…","SA Espenica, M Pascual, H Shing… - Journal of Small …, 2024 - Wiley Online Library",Journal of Small …,"Clinical, imaging and rhinoscopy findings of dogs and cats with nasal foreign bodies presenting to a UK referral hospital: 71 cases (2010‐2022)",Objectives Description of clinical presentation and diagnostic findings in dogs and cats with confirmed nasal foreign bodies. Materials and Methods This was a retrospective descriptive …,https://onlinelibrary.wiley.com/doi/abs/10.1111/jsap.13790,Google Scholar,,,
2024,"Podbielski…, H.","H Turlewicz-Podbielska, K Podbielski…","H Turlewicz-Podbielska, K Podbielski… - MEDYCYNA …, 2024 - medycynawet.edu.pl",MEDYCYNA …,A grass awn in the urinary bladder of a 5-month-old mixed-breed dog: A case report,"Grass awn foreign body-related disease is common in dogs throughout Poland, typically affecting the ears and subcutaneous tissue, but the presence of grass awns in the urinary …",http://www.medycynawet.edu.pl/images/stories/pdf/pdf2024/032024/2024036851.pdf,Google Scholar,,,
2024,"Alghamdi…, M.","M Bashir, AH Alghamdi…","M Bashir, AH Alghamdi… - The Open …, 2024 - openophthalmologyjournal.com",The Open …,"The Prevalence of Contact Lens Wear and Improper Use Among Students of Al-Baha University, Saudi Arabia",Background This study aims to evaluate the knowledge and practice of contact lens wear (CLW) among Al-Baha University medical students. Methods A cross-sectional study was …,https://openophthalmologyjournal.com/contents/volumes/V18/e18743641306553/e18743641306553.pdf,Google Scholar,,,
2024,"Karadamar…, M.","M Aydın, AM Başak, ÖL Karadamar…","M Aydın, AM Başak, ÖL Karadamar… - Ulus Travma Acil …, 2024 - jag.journalagent.com",Ulus Travma Acil …,Early versus delayed lower extremity amputations caused by firearm injury: a minimum 2-year follow-up,BACKGROUND: High-energy casualties such as firearm injuries may result in extensive loss of soft tissue and bone in the lower extremities. Although the primary aim in these types of …,https://jag.journalagent.com/z4/download_fulltext.asp?pdir=travma&plng=eng&un=UTD-36276,Google Scholar,,,
2024,"Sidam…, J.","JC Joshi, AG Chavan, S Sidam…","JC Joshi, AG Chavan, S Sidam… - Romanian Journal of …, 2024 - sciendo.com",Romanian Journal of …,Blast injury with foreign body in maxillary sinus: A case report,BACKGROUND. Foreign bodies of paranasal sinuses are very rare in ENT clinical practice. CASE REPORT. We will discuss the case of a 38-year-old gentleman who showed up at our …,https://sciendo.com/pdf/10.2478/rjr-2024-0029,Google Scholar,,,
,"Porro, G.",GB Porro,GB Porro - 2005 - WB Saunders,,"Endoscopy of the Upper GI Tract: A Training Manual, B. Black, G. Schachschal, H. Schmidt, Thieme, Stuttgart, Germany (2004), 194 pp., Price:€ 129.95 …",,,Google Scholar,,,
,"Jackson, C.",C Jackson,C Jackson - ncbi.nlm.nih.gov,,"LARYNGOLOGY, OTOLOGY, AND RHINOLOGY.","Endoscopy of Larynx, Trachea, Bronchi, and (Esophagus. Chevalier Jackson (Report, International Medical Congress, 1913) addressed inquiries to 380 laryngologists in America. Of …",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5257052/,Google Scholar,,,
,"Manes, G.",G Manes,G Manes - 2005 - WB Saunders,,"Therapeutic Endoscopy–Colour Atlas of Operative Techniques for the Gastrointestinal Tract, N. Soehendra, KF Binmoeller, H. Seifert, HW Schreiber …",,,Google Scholar,,,
,"Listed, N.",No Author Listed,DS Matter,,Diagnostic Accuracy of Emergency Bedside Ultrasonography to Detect Cutaneous Wooden Foreign Bodies,,,Google Scholar,,,
,"Bağ, Ö.","Ö Güneş, YM Bağ","Ö Güneş, YM Bağ - Age - jag.journalagent.com",,LESS,"Introduction: While foreign bodies in the gastrointestinal tract are observed more frequently and accidentally in the childhood age group, they may occur to attract attention, sexual …",https://jag.journalagent.com/z4/download_fulltext.asp?pdir=less&plng=eng&un=LESS-45403,Google Scholar,,,
,"Eren, Y.","Y Deniz, R Sessiz, H Eren","Y Deniz, R Sessiz, H Eren - European Annals of Dental Sciences - dergipark.org.tr",,Ultrasound examination of various dental materials and foreign bodies,Purpose To provide information on the sonographic properties of different foreign bodies and dental materials to help with diagnosis. Materials & Methods The investigation contained …,https://dergipark.org.tr/en/pub/eads/article/1198422,Google Scholar,,,
,"Paterno…, V.","V Annalisa, R Laforgia, A Panebianco, A Paterno…","V Annalisa, R Laforgia, A Panebianco, A Paterno… - 2021 - researchgate.net",,201 cases of foreign body ingestion in a Surgical Emergency Unit,"AIM: The aim of this study is to analyse clinical characteristics of FB ingestion and predictive factors for complications, in order to reduce mortality and morbidity. MATERIALS AND …",https://www.researchgate.net/profile/Annalisa-Volpi-2/publication/358801810_201_cases_of_foreign_body_ingestion_in_a_Surgical_Emergency_Unit_A_16-year_retrospective_study/links/62162c96b15a6a210163b85f/201-cases-of-foreign-body-ingestion-in-a-Surgical-Emergency-Unit-A-16-year-retrospective-study.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9,Google Scholar,,,
,"Temel…, H.","HY Teke, M Can, T Renklidağ, N Temel…","HY Teke, M Can, T Renklidağ, N Temel… - p-ISSN 1300-865X e … - pdfs.semanticscholar.org",,Baby Death due to Esophagotracheal Fistula Created by An Alkaline Battery: A,There is a limited number of case presentations in literature related to esophagus burns and complications as a result of swallowing an alkaline battery. The main purpose of this case …,https://pdfs.semanticscholar.org/f469/fae31b6e729ea75d77e70608d5fd57e2a5b6.pdf,Google Scholar,,,
,"Mohammadi, A.",A Mohammadi,A Mohammadi - 2010 - sid.ir,,A Retained Wooden Foreign Body in the Lung Parenchyma Presenting as Aspergiloma,"Despite advances in imaging techniques, the detection of retained WOOD en foreign bodies remains a difficult and challenging task. The detection of WOOD is especially important …",https://www.sid.ir/paper/284017/fa,Google Scholar,,,
,"Listed, N.",No Author Listed,GK von Noorden,,"Wiesenack, W. Comparative studies on several methods for phoria determination and their significance for prismatic cor-rection. Klin. Monatsbl. f. Augenh …",,,Google Scholar,,,
,"Ningi, S.","S Aliyu, AB Ningi","S Aliyu, AB Ningi - IJCMCR. 2022; 23 (2) - ijclinmedcasereports.com",,Trans-Vesical Migration of a Swallowed Needle with Intra-Urethral Impaction in a 12-Year-Old Boy,"Foreign body, of whatever type, when ingested, either accidentally or intentionally, elicits strong reaction from care-givers, especially; if the victim is a child. Infants and children are the …",https://ijclinmedcasereports.com/pdf/IJCMCR-CR-00558.pdf,Google Scholar,,,
,"Lirk, P.",P Lirk,P Lirk - researchgate.net,,"Clear hydro-gel, compared to ointment, provides improved eye comfort after brief surgery","Discussion: L’hydrogel oculaire clair offre un meilleur confort et réduit l’inflammation de l’œil, comparativement aux pommades traditionnelles. De plus, il diminue la croissance …",https://www.researchgate.net/profile/Germar-M-Pinggera/publication/8882501_Clear_hydro-gel_compared_to_ointment_provides_improved_eye_comfort_after_brief_surgery/links/58c50002aca272e36dd6ff41/Clear-hydro-gel-compared-to-ointment-provides-improved-eye-comfort-after-brief-surgery.pdf,Google Scholar,,,
,"Hagos, M.",MD Mekonnen Hagos,MD Mekonnen Hagos - gestion,,"FOREIGN BODIES IN THE EAR, NOSE AND ESOPHOGUS IN PEDIATRIC AGE GROUP, AT MEKELLE HOSPITAL ETHIOPIA.",,,Google Scholar,,,
,"Listed, N.",No Author Listed,D Gregori,,Public Health and Prevention of Foreign Bodies Injuries: the Experience of the European Registry “Susy Safe”,,,Google Scholar,,,
,"Lucerna, A.",A Lucerna,A Lucerna - cdn.mdedge.com,,"DO, Foreign body insertions: a review",316 EMERGENCY MEDICINE I JULY 2017 www. emed-journal. com was taken to the operating room (OR). The foreign body was successfully removed with manual extraction under …,https://cdn.mdedge.com/files/s3fs-public/Document/June-2017/em049070315.PDF,Google Scholar,,,
,"Ruigrok, P.","P Greve, W Ruigrok","P Greve, W Ruigrok - 2003 - alexandria.unisg.ch",,The internationalisation of top management teams and boards in Nordic countries,"As firms internationalise, they face increasingly complex environments and must learn to deal with the challenges that go along with the establishment of foreign operations. Appointing …",https://www.alexandria.unisg.ch/bitstreams/229b059b-07a7-4c36-b317-4dd835fcc972/download,Google Scholar,,,
,"Listed, N.",No Author Listed,"R Butkowski, AF Michael, M Keane-y",,Multiple Refractive Procedures: A Clinical and Immunohistochemical Study,,,Google Scholar,,,
,"Hagen, D.","DM Gor, CF Kirsch, J Leen, R Turbin, S Von Hagen","DM Gor, CF Kirsch, J Leen, R Turbin, S Von Hagen - 2001 - researchgate.net",,Radiologic Differentiation of Intraocular Glass: Evaluation of,"OBJECTIVE. The accurate detection of intraocular foreign bodies is critically important in treating ocular trauma. The purpose of this study was to evaluate the efficacy of CT, MR imaging…",https://www.researchgate.net/profile/Claudia-Kirsch/publication/269596427_Radiologic_Differentiation_of_Intraocular_Glass/links/5a72851baca2720bc0d9f1dd/Radiologic-Differentiation-of-Intraocular-Glass.pdf,Google Scholar,,,
,"Cappello, M.",M Cappello,M Cappello - 2011 - books.google.com,,"Swallow: foreign bodies, their ingestion, inspiration, and the curious doctor who extracted them",Product Description An American half-dollar. A beaded crucifix. Tooth roots shaped like a tiny pair of pants. A padlock. Scads of peanut kernels and scores of safety pins. A metallic letter …,https://books.google.com/books?hl=en&lr=&id=ZJC4-0AWa9YC&oi=fnd&pg=PR9&dq=%0A++++++++++++++++++++++++(%22foreign+obj*%22+OR+%22foreign+bod*%22)%0A++++++++++++++++++++++++AND%0A++++++++++++++++++++++++(%22intent*%22+OR+%22deliberate*%22+OR+%22purpose*%22+OR+%22self-injur*%22+OR+%22selfharm*%22+OR+%22self-harm*%22)%0A++++++++++++++++++++++++&ots=hDvteevpkK&sig=jRhPEc7akLrBGiGTHoo6XNog0zw,Google Scholar,,,
,"Ludes, B.",B Ludes,B Ludes - Forensic and Legal Medicine - taylorfrancis.com,,Medicolegal Autopsy,The need to perform autopsies to establish the cause and manner of death has existed for a long time. This identifies signs of violence and helps to determine whether a death is due to …,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003138754-22/medicolegal-autopsy-bertrand-ludes,Google Scholar,,,
,"Turner, B.",BN Bruce Turner,BN Bruce Turner - American Journal of Surgery - emap-moon-prod.s3.eu-west-1 …,,Management of retained foreign bodies and rectal sexual trauma,Background Different civilisations throughout history have dealt with anal sex in different ways ranging from accepting it as a normal practice to condemning it as an abomination to be …,https://emap-moon-prod.s3.eu-west-1.amazonaws.com/wp-content/uploads/sites/3/2004/09/040921Management-of-retained-foreign-bodies-and-rectal-sexual-trauma.pdf,Google Scholar,,,
,"Seo…, H.","HH Jeon, YK Lee, JW Choi, SY Won, YS Cho, JH Seo…","HH Jeon, YK Lee, JW Choi, SY Won, YS Cho, JH Seo… - 2023 - jjgastro.com",,Use of accessory devices in the endoscopic removal of esophageal foreign bodies,Background/Aims: The accessory devices used for esophageal foreign body removal have not been thoroughly investigated. This study investigated the appropriate use of endoscopic …,https://jjgastro.com/articles/JJGR-v3-1143.pdf,Google Scholar,,,
