Publication Year,First Author,Authors,Summary,Publication Title,Title,Abstract,URL,Database,DOI,Duplicate,Exclude,Reason ID,Abstract2,
2016,"Magalhes-Costa, P.","Pedro Magalhes-Costa, Liliana Carvalho, Jos Pedro Rodrigues, Maria Ana Tlio, Susana Marques, Joana Carmo, Miguel Bispo, Cristina Chagas","P Magalhães-Costa, L Carvalho, JP Rodrigues... - 2015 - cyberleninka.org",,Endoscopic Management of Foreign Bodies in the Upper Gastrointestinal Tract: An Evidence-Based Review Article,Gastrointestinal foreign bodies (FB) are comprised of food bolus impaction and intentionally or unintentionally ingested or inserted true FB. Food bolus impaction and true FB ingestion ...,https://www.sciencedirect.com/science/article/pii/S2341454515001155,Google Scholar,10.1016/j.jpge.2015.09.002,,FALSE,,"Gastrointestinal foreign bodies (FB) are comprised of food bolus impaction and intentionally or unintentionally ingested or inserted true FB. Food bolus impaction and true FB ingestion represent a recurrent problem and a true challenge in gastrointestinal endoscopy. More than 8090% of the ingested true FB will pass spontaneously through the gastrointestinal tract without complications. However, in 1020% of the cases an endoscopic intervention is deemed necessary. True FB ingestion has its greatest incidence in children, psychiatric patients and prisoners. On the other hand, food bolus impaction typically occurs in the elderly population with an underlying esophageal pathology. The most serious situations, with higher rates of complications, are associated with prolonged esophageal impaction, ingestion of sharp and long objects, button batteries and magnets. Physicians should recognize early alarm symptoms, such as complete dysphagia, distressed patients not able to manage secretions, or clinical signs of perforation. Although many papers are yearly published regarding this subject, our knowledge is mainly based on case-reports and retrospective series. Herein, the authors summarize the existing evidence and propose an algorithm for the best approach to FB ingestion.",
2005,"Steinhart, S.","SPL TRAVIS, T AHMAD, J COLLIER, AH STEINHART","SPL TRAVIS, T AHMAD, J COLLIER, AH STEINHART - Wiley Online Library",,Pocket Consultant,The term ‘irritable bowel syndrome’(IBS) is used to describe a collection of abdominal symptoms for which no organic cause can be found. This does not mean that the symptoms are all ...,https://onlinelibrary.wiley.com/doi/abs/10.1002/9780470994764,Google Scholar,10.1002/9780470994764,,TRUE,5,"There have been significant developments in the fields of gastroenterology and hepatology since the previous edition and this new edition has been entirely revised, updated and considerably expanded. The format and layout have also been updated to include key points at the start of each chapter, bulleted lists and text boxes for tips and warnings.

A new author team - which, for the first time, is international - has brought a new global perspective to this book.

This is still the leading book for trainees/fellows in gastroenterology and hepatology, as well as junior doctors and general medicine interns. The series title is 'Pocket Consultant' - and that's exactly what the reader gets - the advice and guidance of a consultant on hand when and where they need it.",
2022,"Zhang, K.",K Zhang,K Zhang - J Gstro Hepato - jajgastrohepto.org,,Endoscopic Management Of Esophageal Foreign Bodies: A Retrospective Study In China,"1. Abstract Esophageal Foreign Bodies (FBs) are the common clinical emergency, accounting for 4% of emergency endoscopic diagnosis and therapeutic approach. Approaches to ...",https://jajgastrohepto.org/wp-content/uploads/2022/07/JJGH-v8-1754.pdf,Google Scholar,None,,FALSE,,"Esophageal Foreign Bodies (FBs) are the common clinical emer-
gency, accounting for 4% of emergency endoscopic diagnosis and
therapeutic approach. Approaches to handle these cases are evolved
continuously and offered better treatment with less cost, reduced
surgery, improved visualization with high success rate. Clinically data
are lacking to choose the better method and whether to use auxiliary
devices or not, for safe, quickly, and efficiently with reduced compli-
cations to remove the esophageal FBs. In China only 20,000 cases of
adult esophageal FBs have been reported yet in the past five years.
However, up to date no retrospective studies have been evaluated
the safe and effective endoscopic management of esophageal FBs
in China.",
2002,"Brenner, R.","RR Simon, BE Brenner","RR Simon, BE Brenner - 2002 - books.google.com",,Emergency Procedures And Techniques,"This thoroughly updated Fourth Edition is a must for residents and practitioners who need a practical, clear, and readable guide to emergency medicine procedures. The book provides ...","https://books.google.lk/books?hl=en&lr=&id=dUkQOSA77-8C&oi=fnd&pg=PR19&dq=RR+Simon,+BE+Brenner+-+2002+emergency+procedures+and+techniquea&ots=tjnhRZX20Z&sig=LxyCOdiRe1JQJTgze0RZ6tsVzcA&redir_esc=y#v=onepage&q=RR%20Simon%2C%20BE%20Brenner%20-%202002%20emergency%20procedures%20and%20techniquea&f=false",Google Scholar,None,,TRUE,5,Abstract not available,
,"Listed, N.",Yee A,A Yee,,K9 Tactical Emergency Casualty Care,,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&inst=7421307413561760588&q=K9+Tactical+Emergency+Casualty+Care+a+yee&btnG=,Google Scholar,None,,TRUE,4,Abstract not available,
1954,"Kingrey, B.",B Kingrey,B Kingrey - 1954,,Experimental Bovine Traumatic Gastritis.,,https://pubmed.ncbi.nlm.nih.gov/13271229/,Google Scholar,None,,TRUE,4,Abstract not available,
2012,"Rossi, J.",J Rossi,J Rossi - 2012 - books.google.com,,What'S Wrong With My Cat Or Kitten?,Page 1 REVISED EDITION What's Wrong with My Cat or Kitten? A HOME MEDICAL REFERENCE MANUAL • Behavioral Changes First Aid for Miscellaneous Problems Fleas & Ticks. ...,https://books.google.lk/books?hl=en&lr=&id=Eu4jrW9Ha8QC&oi=fnd&pg=PR4&dq=What%27S+Wrong+With+My+Cat+Or+Kitten%3F+j+eossi+2012&ots=9j4VjQtkUi&sig=qvmBfbfVpa2lWg6PK3RQLZ_Bf08&redir_esc=y#v=onepage&q=What'S%20Wrong%20With%20My%20Cat%20Or%20Kitten%3F%20j%20eossi%202012&f=false,Google Scholar,None,,TRUE,4,Abstract not available,
2008,"Steinhart, S.","SPL Travis, T Ahmad, J Collier, AH Steinhart","SPL Travis, T Ahmad, J Collier, AH Steinhart - 2008 - books.google.com",,Pocket Consultant: Gastroenterology,"There have been significant developments in the fields of gastroenterology and hepatology since the previous edition and this new edition has been entirely revised, updated and ...",https://books.google.lk/books?hl=en&lr=&id=tT2a8VrGRbwC&oi=fnd&pg=PR5&dq=Pocket+Consultant:+Gastroenterology+steinhart+2008&ots=qFGX9CqwQc&sig=ZytuoZZY1ZxFzpcpdtAUxctU5a4&redir_esc=y#v=onepage&q=Pocket%20Consultant%3A%20Gastroenterology%20steinhart%202008&f=false,Google Scholar,None,,TRUE,5,Abstract not available,
1915,"Kerley, C.",CG Kerley,CG Kerley - 1915 - books.google.com,,What Every Mother Should Know About Her Infants And Young Children,"This pamphlet was prepared at the suggestion of a child's welfare organization. Its purpose is to place in the hands of the mother of moderate means, concise, readily understood and ...",https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&inst=7421307413561760588&q=What+Every+Mother+Should+Know+About+Her+Infants+And+Young+Children+ck+kerley+1915&btnG=,Google Scholar,None,,TRUE,1,Abstract not available,
2007,"Peek, T.","TJ Divers, SF Peek","TJ Divers, SF Peek - 2007 - books.google.com",,Rebhun'S Diseases Of Dairy Cattle,"REBHUN'S DISEASES OF DAIRY CATTLE, 2nd Edition is your all-in-one guide to bovine disease management. With thorough, up-to-date coverage of differential diagnosis methods, ...",https://books.google.lk/books?hl=en&lr=&id=PbEWJrEtECIC&oi=fnd&pg=PA3&dq=Rebhun%27S+Diseases+Of+Dairy+Cattle+peek+t+2007&ots=eTlzly18AO&sig=tQYtapj1yuc5pd7TimjyHbm-pEI&redir_esc=y#v=onepage&q=Rebhun'S%20Diseases%20Of%20Dairy%20Cattle%20peek%20t%202007&f=false,Google Scholar,None,,TRUE,4,Abstract not available,
2015,"Montanari, A.","AM Gatti, S Montanari","AM Gatti, S Montanari - 2015 - books.google.com",,Case Studies In Nanotoxicology And Particle Toxicology,Case Studies in Nanotoxicology and Particle Toxicology presents a highly-illustrated analysis of the most prominent cases on the adverse effects of nanoparticles and their impact on ...,https://www.sciencedirect.com/book/9780128012154/case-studies-in-nanotoxicology-and-particle-toxicology,Google Scholar,10.1016/C2013-0-18692-8,,TRUE,2,Abstract not available,
2014,"Swiderski, R.",RM Swiderski,RM Swiderski - 2014 - books.google.com,,"Quicksilver: A History Of The Use, Lore And Effects Of Mercury","Though modern scientists recognize mercury as a harmful environmental pollutant and one of the world's most dangerous elemental toxins, mercury was once considered a wondrous ...",https://books.google.com/books?hl=en&lr=&id=nckxswulx-ac&oi=fnd&pg=pp1&dq=++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)++++++++++++++++++++++++&ots=app3brkmk2&sig=wbg9dqeojmpi3gqfttxyivh_eo0,Google Scholar,None,,TRUE,2,Abstract not available,
1915,"Jackson, C.",C Jackson,C Jackson - 1915 - books.google.com,,Peroral Endoscopy And Laryngeal Surgery,A number of repetitions of fundamental facts have been necessary in order to facilitate ready reference in the limited time available for the busy surgeon without perusing the entire book...,https://books.google.com/books?hl=en&lr=&id=eva0aqaamaaj&oi=fnd&pg=pa11&dq=++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)++++++++++++++++++++++++and++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)++++++++++++++++++++++++&ots=ikdep_zegs&sig=bqezqzl_e7z3lhwvp-tf8mfxy0a,Google Scholar,10.1288/00005537-191707000-00009,,TRUE,2,Abstract not available,
1956,"Lundvall, R.",R Lundvall,R Lundvall - 1956,,Prevention Of Traumatic Gastritis By The Use Of Permanent Bar Magnets In The Reticulum.,,https://behost.lib.iastate.edu/DR/Lundvall_SF967.T6-L972p.pdf,Google Scholar,None,,TRUE,4,A thesis Submitted to the Graduate Faculty in Partial Fulfillment of The Requirements for the De g ree of MASTER OF SCIENCE. Major Subject: Veterinary Medicine and Surgery,
2015,"Divers, T.","TS Mair, TJ Divers","TS Mair, TJ Divers - 2015 - books.google.com",,Equine Internal Medicine: Self-Assessment Color Review Second Edition,"Written by well-respected experts in the field, this new edition of a bestseller has been completely updated and includes all new cases. The cases appear in random order, just as they ...",https://www.cabidigitallibrary.org/doi/full/10.5555/20163211755,Google Scholar,None,,TRUE,4,"Written by well-respected experts from the UK and USA, Equine Internal Medicine: Self-Assessment Color Review Second Edition presents more than 200 interesting and challenging cases encountered in equine practice, complete with photographs, imaging, or endoscopy findings; blood or fluid smears; other ancillary tests; and, in some cases, pathologic findings. Completely revised and updated, this new edition of a bestseller contains entirely new cases, presented in random order, just as they would in practice. The cases are formatted as self-assessment problems comprising integrated questions, illustrations, and detailed explanations designed to educate as well as to provide answers. The authors include pertinent questions with each case to guide you through the case workup and treatments with in-depth answers for each case in the second half of the book. They provide a short list of pertinent references after most cases. Coverage includes neurology, cardiology, respiratory disease, gastroenterology, urology, infectious diseases, parasitology, hematology, oncology, endocrinology, reproduction, dermatology, ophthalmology, immunology, and musculoskeletal disorders, in foals and adult horses. Whether preparing for exams or continuing your professional development, this book gives you a firm foundation in how to assess, diagnose, and treat a wide variety of cases.",
2008,"Amador, E.","EA Arias, N Amador","EA Arias, N Amador - 2008 - books.google.com",,Nms Review For The Usmle Clinical Skills Exam,This fully revised Second Edition offers a complete review for the USMLE Step 2 Clinical Skills (CS) exam. It covers all diseases encountered on the exam and prepares students to ...,https://books.google.lk/books?hl=en&lr=&id=BXixoy1E3EQC&oi=fnd&pg=PP17&dq=arias+2008+Nms+Review+For+The+Usmle+Clinical+Skills+Exam&ots=9iMZ0NrOCd&sig=Q72XwXwPsQBTHJSDtj_SWPQIOMo&redir_esc=y#v=onepage&q=arias%202008%20Nms%20Review%20For%20The%20Usmle%20Clinical%20Skills%20Exam&f=false,Google Scholar,None,,TRUE,2,Abstract not available,
2002,"Association, B.",British Medical Association,British Medical Association - 2002 - Dorling Kindersley Ltd,,"Bma Illustrated Medical Dictionary: Essential A? Z Quick Reference To Over 5,000 Medical Terms",,https://scholar.google.com/scholar?hl=en&as_sdt=0%2C5&inst=7421307413561760588&q=Bma+Illustrated+Medical+Dictionary%3A+Essential+A%3F+Z+Quick+Reference+To+Over+5%2C000+Medical+Terms+2002&btnG=,Google Scholar,None,,TRUE,5,Abstract not available,
2017,"Francardo, S.",SM Francardo,SM Francardo - 2017 - books.google.com,,Anthroposophic Medicine For All The Family: Recognizing And Treating The Most Common Disorders,"This invaluable book not only provides practical suggestions and advice regarding common medical issues and ailments, but also presents the fundamental principles of ...",https://books.google.lk/books?hl=en&lr=&id=pSaoDgAAQBAJ&oi=fnd&pg=PA7&dq=Anthroposophic+Medicine+For+All+The+Family:+Recognizing+And+Treating+The+Most+Common+Disorders+2017+francardo&ots=N7ARzryxYb&sig=X8-f-cT_B2ctNwmAr6-zOyovKB0&redir_esc=y#v=onepage&q=Anthroposophic%20Medicine%20For%20All%20The%20Family%3A%20Recognizing%20And%20Treating%20The%20Most%20Common%20Disorders%202017%20francardo&f=false,Google Scholar,None,,TRUE,5,Abstract not available,
1913,"Lundberg, P.","PB Fontanarosa, GD Lundberg","PB Fontanarosa, GD Lundberg - academia.edu",,"Complementary
and Alternative
Veterinary
Medicine
Considered","Now that I have spent 25 years teaching veterinary ethics and working closely with veterinarians in virtually every area of veterinary medicine, it seems appropriate to make some ...",https://d1wqtxts1xzle7.cloudfront.net/52883075/_5BDavid_W._Ramey__Bernard_E._Rollin_5D_Complementary_BookZZ.org-libre.pdf?1493539141=&response-content-disposition=inline%3B+filename%3DComplementary_and_Alternative_Veterinary.pdf&Expires=1736931407&Signature=Bt03do3z32VbKnOSmcszCVi~TpSGQNXtcsp50gPrGpuaen1RP0AIXnjk7130GisuEhTu7O65XPY~XJMYoNED7uXPZ0KqVlABsCXfc91N-19E5DR52tYoSKLRQ-Jh~pE71BzgKukLJUa-IOrH-9mxZGCNcyjRo-6o5bW2gIu01aMnQ4u~AU9H9vRHXlTyfsMofByZjTqbhOYRWy23SB-ZW49wYBVtsY6NooGbfLin2jlXI7R7h7RC0NKF3RCJ4vC91RZVdYcKGTxgj3ngpBP4ZCf9SurvSrBrcYWlg6gFf-WLmP~7DUNmibKsVBRIxjOSTV9vQWzsEJuBDLd8IxujEg__&Key-Pair-Id=APKAJLOHF5GGSLRBV4ZA,Google Scholar,None,,TRUE,4,Abstract not available,
2014,"Attewell, N.",N Attewell,N Attewell - 2014 - books.google.com,,"Better Britons: Reproduction, Nation, And The Afterlife Of Empire","In 1932, Aldous Huxley published Brave New World, his famous novel about a future in which humans are produced to spec in laboratories. Around the same time, Australian legislators ...","https://books.google.lk/books?hl=en&lr=&id=azXJAgAAQBAJ&oi=fnd&pg=PP1&dq=Better+Britons:+Reproduction,+Nation,+And+The+Afterlife+Of+Empire+attewell+2014&ots=pQrDZ0ENcK&sig=i2J04MSWl_TzAIlsIyisrHWqDsQ&redir_esc=y#v=onepage&q=Better%20Britons%3A%20Reproduction%2C%20Nation%2C%20And%20The%20Afterlife%20Of%20Empire%20attewell%202014&f=false",Google Scholar,None,,TRUE,5,Abstract not available,
1883,"Howe, A.",AJ Howe,AJ Howe - 1883 - books.google.com,,A Practical And Systematic Treatise On Fractures And Dislocations,"37. Fracture of the shaft of the humerus...... PAGE. 123 124 38. Dressing for fracture of the shaft of the humerus............. 39. Diastasis, or separation of the lower epiphysis of the humerus.....",https://books.google.lk/books?hl=en&lr=&id=Ytbwai27-EMC&oi=fnd&pg=PR9&dq=A+Practical+And+Systematic+Treatise+On+Fractures+And+Dislocations+a+howe+1883&ots=ewjRr1KPpS&sig=kwjZ1Fue_VActBkABNAKBanP3eU&redir_esc=y#v=onepage&q=A%20Practical%20And%20Systematic%20Treatise%20On%20Fractures%20And%20Dislocations%20a%20howe%201883&f=false,Google Scholar,None,,TRUE,2,Abstract not available,
1901,"Roger, H.",H Roger,H Roger - 1901 - books.google.com,,Introduction To The Study Of Medicine,"THE rapid and marvellous developments recently made along the lines of medical sciences have rendered the task of both teacher and student increasingly difficult. It is not strange, ...",https://books.google.com/books?hl=en&lr=&id=x78raaaayaaj&oi=fnd&pg=pa1&dq=%0a++++++++++++++++++++++++(%22foreign+obj*%22+or+%22foreign+bod*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22intent*%22+or+%22deliberate*%22+or+%22purpose*%22+or+%22self-injur*%22+or+%22selfharm*%22+or+%22self-harm*%22)%0a++++++++++++++++++++++++and%0a++++++++++++++++++++++++(%22ingest*%22+or+%22swallow*%22)%0a++++++++++++++++++++++++&ots=gzx7vpc-go&sig=-v1pc5c-qclk-kxqn_guzdzjitc,Google Scholar,None,,TRUE,5,Abstract not available,
2023,"Lang, H.",H Lang,H Lang - 2023 - books.google.com,,Out-Of Hospital Ventilation: An Interdisciplinary Perspective On Landscape And Health,"Safe handling of patient and device in home ventilation! This book offers all relevant contents of the further training"" Basic qualification extra-clinical artificial respiration"" and addresses ...",https://books.google.lk/books?hl=en&lr=&id=5CnBEAAAQBAJ&oi=fnd&pg=PR5&dq=Out-Of+Hospital+Ventilation:+An+Interdisciplinary+Perspective+On+Landscape+And+Health+lang+2023&ots=J6di19yrUO&sig=MMPk5kmF3QtsMNvuVi85kWrsvYM&redir_esc=y#v=onepage&q=Out-Of%20Hospital%20Ventilation%3A%20An%20Interdisciplinary%20Perspective%20On%20Landscape%20And%20Health%20lang%202023&f=false,Google Scholar,None,,TRUE,2,Abstract not available,
2022,"Saupe, H.",H Saupe,H Saupe - 2022 - books.google.com,,Holistic Cancer Medicine: Integrative Strategies For A New Approach To Health And Healing,"A groundbreaking, comprehensive guide on managing, treating, and preventing cancer.* Introducing: The Holistic Model of the Twelve Vital Fields* It’sa sad truth of our times that one in ...",https://books.google.lk/books?hl=en&lr=&id=AX6rEAAAQBAJ&oi=fnd&pg=PR11&dq=Holistic+Cancer+Medicine:+Integrative+Strategies+For+A+New+Approach+To+Health+And+Healing+saupe+h+2022&ots=pEZ8vj472I&sig=lhGKtbG5TZQdL6L4Po9CnpVYwms&redir_esc=y#v=onepage&q=Holistic%20Cancer%20Medicine%3A%20Integrative%20Strategies%20For%20A%20New%20Approach%20To%20Health%20And%20Healing%20saupe%20h%202022&f=false,Google Scholar,None,,TRUE,2,Abstract not available,
2020,"Patel..., Ã.","ÃQY Liu, R Gugig, DM Troendle, S Bitton, N Patel...","ÃQY Liu, R Gugig, DM Troendle, S Bitton, N Patel... - spgp.pt",,Society Paper,"Introduction: Pediatric chronic pancreatitis is increasingly diagnosed. Endoscopic methods [endoscopic ultrasound (EUS), endoscopic retrograde cholangiopancreatography (ERCP)] ...",http://www.spgp.pt/media/1287/e-e-p-pancreatite-cr%c3%b3nica-e-endoscopia-naspghan-2020-jpgn-the_roles_of_endoscopic_ultrasound_and_endoscopic27.pdf,Google Scholar,,,FALSE,,"ntroduction: Pediatric chronic pancreatitis is increasingly diagnosed.
Endoscopic methods [endoscopic ultrasound (EUS), endoscopic retrograde
cholangiopancreatography (ERCP)] are useful tools to diagnose and manage
chronic pancreatitis. Pediatric knowledge and use of these modalities is
limited and warrants dissemination.
Methods: Literature review of publications relating to use of ERCP and EUS
for diagnosis and/or management of chronic pancreatitis with special attention
to studies involving 018 years old subjects was conducted with summaries
generated. Recommendations were developed and voted upon by authors.
Results: Both EUS and ERCP can be used even in small children to assist in
diagnosis of chronic pancreatitis in cases where cross-sectional imaging is
not sufficient to diagnose or characterize the disease. Children under 15 kg
for EUS and 10 kg for ERCP can be technically challenging. These
procedures should be done optimally by appropriately trained endoscopists
and adult gastroenterology providers with appropriate experience treating
children. EUS and ERCP-related risks both include perforation, bleeding and
pancreatitis. EUS is the preferred diagnostic modality over ERCP because of
lower complication rates overall. Both modalities can be used for management
of chronic pancreatitis -related fluid collections. ERCP has successfully been
used to manage pancreatic duct stones.
Conclusion: EUS and ERCP can be safely used to diagnose chronic pancreatitis
in pediatric patients and assist in management of chronic pancreatitis-related
complications. Procedure-related risks are similar to those seen in adults, with
EUS having a safer risk profile overall. The recent increase in pediatric-trained
specialists will improve access of these modalities for children.",
1892,"Otologists, L.",L OTOLOGISTS,L OTOLOGISTS - 1892 - cambridge.org,,Association Meetings.,"About twenty-five Belgian physicians comprised the meeting, which was presided over by Dr. Schiffers. Among the strangers present were Drs. Gouguenheim (Paris), Noquet (Lille), ...",https://www.cambridge.org/core/journals/journal-of-laryngology-and-otology/article/association-meetings/d299ab7dffb53713a05750f7d0cf041a,Google Scholar,10.1017/S1755146300162523 ,,FALSE,,Abstract not available,
2007,"Gunn, C.",C Gunn,C Gunn - 2007 - books.google.com,,Churchill Livingstone Pocket Radiography And Medical Imaging Dictionary E-Book: Churchill Livingstone Pocket Radiography And Medical Imaging ...,"This title is directed primarily towards health care professionals outside of the United States. It is a dictionary of terms used in imaging departments covering radiography, radiotherapy, ...",https://books.google.lk/books?hl=en&lr=&id=hZDQAQAAQBAJ&oi=fnd&pg=PP1&dq=Churchill+Livingstone+Pocket+Radiography+And+Medical+Imaging+Dictionary+E-Book:+Churchill+Livingstone+Pocket+Radiography+And+Medical+Imaging+...+gunn+2007&ots=uk0naHkhIQ&sig=jv43V_dW6ujwhKNIFZhrW3UdIck&redir_esc=y#v=onepage&q=Churchill%20Livingstone%20Pocket%20Radiography%20And%20Medical%20Imaging%20Dictionary%20E-Book%3A%20Churchill%20Livingstone%20Pocket%20Radiography%20And%20Medical%20Imaging%20...%20gunn%202007&f=false,Google Scholar,None,,TRUE,5,Abstract not available,
2007,"Hager, T.",T Hager,T Hager - 2007 - books.google.com,,"The Demon Under The Microscope: From Battlefield Hospitals To Nazi Labs, One Doctor'S Heroic Search For The World'S First Miracle Drug","In The Demon Under the Microscope, Thomas Hager chronicles the dramatic history of sulfa, the first antibiotic and the drug that shaped modern medicine. The Nazis discovered it. The ...",https://tantor-marketing-assets.s3.amazonaws.com/sellsheets/0306_DemonMicro.pdf,Google Scholar,None,,TRUE,5,"The Nazis discovered it. The Allies won the war with it. It conquered
diseases, changed laws, and single-handedly launched the era of
antibiotics. This incredible discovery was sulfa, the first antibiotic. In The
Demon Under the Microscope, Thomas Hager chronicles the dramatic
history of the drug that shaped modern medicine.
Sulfa saved millions of livesamong them those of Winston Churchill and
Franklin Delano Roosevelt Jr.but its real effects are even more far reaching.
Sulfa changed the way new drugs were developed, approved, and sold;
transformed the way doctors treated patients; and ushered in the era of modern
medicine. The very concept that chemicals created in a lab could cure disease
revolutionized medicine, taking it from the treatment of symptoms and
discomfort to the eradication of the root cause of illness.
A strange and colorful story, The Demon Under the Microscope illuminates the
vivid characters, corporate strategy, individual idealism, careful planning, lucky
breaks, cynicism, heroism, greed, hard work, and the central (though mistaken)
idea that brought sulfa to the world. This is a fascinating scientific tale with all the
excitement and intrigue of a great suspense novel.",
2007,"Rawles, N.",N Rawles,N Rawles - 2007 - books.google.com,,Crawfish Dreams,For forty years Camille Broussard has cooked for other people. As a young bride she moved from Louisiana to Los Angeles and settled in the thriving community of Watts; but many of ...,"https://scholar.google.com/scholar?cluster=617411929883527257&hl=en&as_sdt=0,5&inst=7421307413561760588",Google Scholar,None,,TRUE,5,Abstract not available,
2008,"Rollin, D.","DW Ramey, BE Rollin","DW Ramey, BE Rollin - 2008 - books.google.com",,Complementary And Alternative Veterinary Medicine Considered,Complementary and Alternative Veterinary Medicine Considered is a book that belongs in your veterinary library. If you are a veterinarian wondering if you should incorporate ...,https://books.google.lk/books?hl=en&lr=&id=CF9x9-XfitsC&oi=fnd&pg=PR7&dq=Complementary+And+Alternative+Veterinary+Medicine+Considered+d+ramey+2008&ots=9Qr8h2EkIu&sig=VxYQWWBOCZ5Q_7HpBox5H6pmSGU&redir_esc=y#v=onepage&q=Complementary%20And%20Alternative%20Veterinary%20Medicine%20Considered%20d%20ramey%202008&f=false,Google Scholar,None,,TRUE,4,Abstract not available,
2000,"Miller, G.",GW Miller,GW Miller - 2000 - books.google.com,,King Of Hearts: The True Story Of The Maverick Who Pioneered Open Heart Surgery,"Few of the great stories of medicine are as palpably dramatic as the invention of open-heart surgery, yet, until now, no journalist has ever brought all of the thrilling specifics of this ...",https://books.google.lk/books?hl=en&lr=&id=jZv0DwAAQBAJ&oi=fnd&pg=PR13&dq=King+Of+Hearts:+The+True+Story+Of+The+Maverick+Who+Pioneered+Open+Heart+Surgery+gw+miller+2000&ots=hiSKy5RAhY&sig=y-DTJsiU5BNCJiNxWWo3u91ePRk&redir_esc=y#v=onepage&q=King%20Of%20Hearts%3A%20The%20True%20Story%20Of%20The%20Maverick%20Who%20Pioneered%20Open%20Heart%20Surgery%20gw%20miller%202000&f=false,Google Scholar,None,,TRUE,2,Abstract not available,
2018,"Wilcock, B.","B Grahn, R Peiffer, B Wilcock","B Grahn, R Peiffer, B Wilcock - 2018 - books.google.com",,Histologic Basis Of Ocular Disease In Animals,"Histologic Basis of Ocular Disease in Animals ist ein umfassendes Referenzwerk zur Pathologie der Augen bei einer ganzen Reihe von Tierarten, ua Haustiere, Fische, Vögel und ...",https://www.cabidigitallibrary.org/doi/full/10.5555/20193444833,Google Scholar,None,,TRUE,4,"Histologic Basis of Ocular Disease in Animals is a comprehensive reference covering pathology of the eye in a spectrum of animal species, including domestic animals, fish, birds, and laboratory animals. With 464 pages the book highlights the following topics: fixation and processing of ocular tissues; general pathology of the eye; congenital anomalies; histopathology of ocular trauma; diseases of the eyelid, conjunctiva, lacrimal, and nasolacrimal systems; diseases of the cornea; diseases of the episclera and sclera; histologic manifestations of disorders of the uvea; histologic basis of glaucoma; histologic manifestations of acquired and inherited diseases of the lens; acquired diseases of the vitreous; histologic manifestations of retinal disease; acquired diseases of the optic nerve; acquired diseases of the orbit; and intraocular neoplasia.",
1849,"Ri, Q.",Q RI,Q RI - search.proquest.com,,"QUARTERLY SUMMARY OF THE IMPROVEMENTS AND DISCOVERIES IN THE MEDICAL SCIENCES.: ANATOMY AND PHYSIOLOGY. ORGANIC CHEMISTRY. MATERIA MEDICA AND PHARMACY. MEDICAL PATHOLOGY AND THERAPEUTICS, AND PRACTICAL MEDICINE. SURGICAL PATHOLOGY AND THERAPEUTICS, AND PRACTICAL SURGERY. OPHTHALMOLOGY. MIDWIFERY. CHOLERA. MEDICAL JURISPRUDENCE AND TOXICOLOGY. MISCELLANEOUS.","IMPR ovMENTs AND D 1scov ERIE s Page 1 QUARTE RI, Y SU MMARY OF ""THE IMPR ovMENTs AND D 1scov ERIE s IN THE MI EDICAL, SCIENCES . ANATOMY AND ...",https://www.proquest.com/openview/eb41c2191c533ca1cb12666be281b98b/1?pq-origsite=gscholar&cbl=41361,Google Scholar,None,,TRUE,4,Abstract not available,
2008,"Illenyi, J.","J Hirschberg, T Szende, P Koltai, A Illenyi","J Hirschberg, T Szende, P Koltai, A Illenyi - 2008 - books.google.com",,"Pediatric Airway: Cry, Stridor And Cough","This multidisciplinary book describes 42 different pathological sounds, occurring in different combinations, in 54 different pathological conditions. Uniquely, while recognizing the ...","https://books.google.lk/books?hl=en&lr=&id=Z1o0BwAAQBAJ&oi=fnd&pg=PP6&dq=Pediatric+Airway:+Cry,+Stridor+And+Cough+j+hirschberg+2008&ots=j7TIkY1H4P&sig=t7SaVzYXCdSD6vI1yei-Osl89bk&redir_esc=y#v=onepage&q=Pediatric%20Airway%3A%20Cry%2C%20Stridor%20And%20Cough%20j%20hirschberg%202008&f=false",Google Scholar,None,,FALSE,,Abstract not available,
